OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,GlobalID,SHAPE_Length,SHAPE_Area
123,2017,CA,USF,ENF,3070060000,,3,2017/05/18 00:00:00,2017/05/18 00:00:00,301,301.27026,,,,{558229DE-B446-45A6-B319-856788BAA9FC},9597.58278161628,2011565.27273058
124,2017,CA,USF,ENF,6200151000,,11,2017/06/28 00:00:00,2017/06/28 00:00:00,24,6.2111211,,,,{DBE7F038-E0CB-4AB2-99F8-012C1055888B},1621.2705666733,41307.4325865585
125,2017,CA,USF,INF,0200014000,,3,2017/10/01 00:00:00,2017/10/01 00:00:00,70,69.138107,,,,{15F95D42-1DB1-4EF5-874A-5A1C0485BECA},3995.36228351681,448814.330120979
126,2017,CA,USF,INF,0200017000,,3,2017/10/01 00:00:00,2017/10/01 00:00:00,28,28.051857,,,,{6C1ACBB8-CC78-4C42-A99F-9CE06C9950F1},1969.8528328345,182102.697829925
127,2017,CA,USF,INF,0200018000,,3,2017/10/04 00:00:00,2017/10/04 00:00:00,58,57.89793,,,,{5125749B-6E47-4FC6-8712-98726075B97F},2816.25655583821,375810.032446656
128,2017,CA,USF,INF,CASADIABRX,,3,2017/05/15 00:00:00,2017/05/15 00:00:00,174,174.22499,,,,{C895E03A-47F3-4C1C-87D3-4350B4BAA93E},7283.48473347436,1125367.54071919
129,2017,CA,USF,INF,055HOGBACK,,3,2017/03/01 00:00:00,2017/03/01 00:00:00,84,84.26368,,,,{2DB8AE0A-59A8-4AA0-B3F2-224E4B7113D3},4125.66403840384,530183.804406784
130,2017,CA,USF,KNF,1010006000,,11,2017/09/15 00:00:00,2017/09/15 00:00:00,7,6.6765623,,,,{B624666D-8540-4ECE-8F39-BE73302AFA39},1048.25287546248,48663.6803771206
131,2017,CA,USF,KNF,1010017000,,11,2017/08/15 00:00:00,2017/08/15 00:00:00,7,7.3718605,,,,{5DDE46DB-6846-4A5E-BDA5-F58ECDAB5B12},1111.80064024532,53735.5496717831
132,2017,CA,USF,KNF,1010019000,,11,2017/08/15 00:00:00,2017/08/15 00:00:00,16,15.975062,,,,{5790331F-456F-4808-90CD-695BE2E2A9D4},2806.24830752308,116445.957050826
133,2017,CA,USF,KNF,1010021000,,11,2017/09/15 00:00:00,2017/09/15 00:00:00,28,27.808737,,,,{82227480-C3B2-4C81-A64A-DB802BE51D19},2618.27771331491,202715.034570992
134,2017,CA,USF,KNF,1010042000,,11,2017/09/15 00:00:00,2017/09/15 00:00:00,22,22.164419,,,,{DD81016B-989C-4E79-828D-9E359F50A181},2094.3801571603,161544.962010295
135,2017,CA,USF,KNF,2080131000,JACKSON PEAK UNDERBURN,3,2017/06/04 00:00:00,2017/06/04 00:00:00,188,187.73691,,,,{EAAD860F-FDBB-4FE1-8AC3-304BA7A80B66},8494.60691155265,1370675.14623944
136,2017,CA,USF,KNF,7310001000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,88,87.72171,,,,{1C6180A3-349A-47E9-A9DA-66E74CE1AAF3},4995.54401494462,636277.514677585
137,2017,CA,USF,KNF,7320004000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,70,70.06424,,,,{9D4ECFE6-E23A-4871-8B87-46E7E683E08A},8970.62494187066,1512403.04674424
138,2017,CA,USF,KNF,7320007000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,195,194.79054,,,,{E63ED6FE-4EC4-4D62-9D7A-EBF20EAED66C},5626.55659652351,1412639.41540082
139,2017,CA,USF,KNF,7320020000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,109,108.69963,,,,{9E1FF6AB-9318-4BAD-92E5-E8A38BCDC06D},4614.86567724058,788260.993215985
140,2017,CA,USF,KNF,7320025000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,78,77.771606,,,,{005B1F05-E234-4660-A431-B90CCE1C738D},3329.98286576789,564022.630978592
141,2017,CA,USF,KNF,7320026000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,133,132.60686,,,,{B3CC9990-8AC6-4C83-BD29-F7B0F031FE6E},5682.43483715384,961513.694930843
142,2017,CA,USF,KNF,7490081000,,3,2017/06/01 00:00:00,2017/06/01 00:00:00,51,50.967865,,,,{5CF1C8BC-2735-493C-9F7D-6AAD61D69FC6},2805.7123119048,368871.30601443
143,2017,CA,USF,KNF,FTRASUK12A,,3,2017/05/09 00:00:00,2017/05/09 00:00:00,6,6.2579379,,,,{714E348A-9FC8-4601-A4D3-20E811058FB7},1121.78401150492,45042.9574890163
144,2017,CA,USF,KNF,FTRASUK12B,,3,2017/05/10 00:00:00,2017/05/10 00:00:00,8,8.0620441,,,,{167F9079-0F43-4865-BC3F-A4E8C31EE70A},1114.80804084838,58025.1927569417
145,2017,CA,USF,LNF,F031000010,Underburn,3,2017/05/18 00:00:00,2017/05/18 00:00:00,591,591.37555,,,,{557B55CF-E01F-45A6-A0A3-5764C654AE5A},16001.9888852943,4165162.21653904
146,2017,CA,USF,LNF,0110216000,Black UB B1 (Bull) & (Bull KV),3,2017/10/02 00:00:00,2017/10/02 00:00:00,12.3,172.47131,,,,{30AF431D-BA3A-476B-849F-2B724A200689},6519.73059806917,1216102.46061318
147,2017,CA,USF,LNF,0110218000,Bull DFPZ Underburn,3,2017/10/03 00:00:00,2017/10/03 00:00:00,96.9,96.923279,,,,{972AFC72-F8E6-4DD5-ABC2-5C45476DD8B6},4337.17711009194,683208.334318457
148,2017,CA,USF,MNF,1240230000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,47,46.558548,,,,{F7CD0248-1BF7-4469-9453-65B704F7B8B4},6122.97250405923,560704.802987367
149,2017,CA,USF,MNF,1240230000,,3,2017/11/02 00:00:00,2017/11/02 00:00:00,40,40.224384,,,,{2CBE0FAF-943E-4BFD-901F-7B17324E0E2E},4128.70491396724,647086.326833426
150,2017,CA,USF,MNF,0090007000,,3,2017/05/17 00:00:00,2017/05/17 00:00:00,25,24.502171,,,,{08868AE8-CAF0-4686-9205-99ED3ADE8C07},2464.62710570627,167482.475186608
151,2017,CA,USF,MNF,0090008000,,3,2017/05/17 00:00:00,2017/05/17 00:00:00,19,20.468899,,,,{48E6F3EF-ED0C-43B0-9997-09FE119D306D},2181.34684766613,139923.386761209
152,2017,CA,USF,MNF,0140015000,,3,2017/05/17 00:00:00,2017/05/17 00:00:00,47,38.69067,,,,{76E07773-77D2-4052-B034-C70D1A263361},3359.73322486437,264516.580160433
153,2017,CA,USF,MNF,0263601000,,3,2017/05/16 00:00:00,2017/05/16 00:00:00,45,385.79437,,,,{E006FB5F-686D-409C-B948-1B5168338C2A},9586.09208393132,2610017.00288284
154,2017,CA,USF,MDF,5020036000 LMU 7388,Calfire name WEED VALLEY UNIT 1,3,2017/10/26 00:00:00,2017/10/26 00:00:00,308,308.15686,,,,{25942F97-AAB8-4E87-B87B-39D786299654},6689.13723714511,2258753.77841383
155,2017,CA,USF,MDF,5020039000,,3,2017/10/27 00:00:00,2017/10/27 00:00:00,363,362.02225,,,,{71FC5E25-2B35-437A-8C05-A4B46A3C14B4},6761.61201746043,2653369.40138731
156,2017,CA,USF,MDF,6130027000 LMU 6464,Calfire name MDF BENCH RX 4 UNIT 2,3,2017/05/22 00:00:00,2017/05/22 00:00:00,321,317.51038,,,,{BDA57BA7-98CC-4C4A-9E58-BEBDB969B537},7668.54020446548,2300991.7068454
157,2017,CA,USF,MDF,6130028000 LMU 6462,Calfire MDF BENCH RX 4 UNIT 2,3,2017/05/22 00:00:00,2017/05/22 00:00:00,296,291.65686,,,,{E598FB6F-9562-45D8-BE03-8114EC7A4FD9},6185.30406581851,2113165.18009783
158,2017,CA,USF,MDF,6130029000 LMU 6460,Calfire name MDF BENCH RX 3 UNIT 5,3,2017/05/22 00:00:00,2017/05/22 00:00:00,406,413.18607,,,,{01FCA703-80A0-40D1-B003-0DD4A71D6234},7184.27543625833,2992833.05696661
159,2017,CA,USF,MDF,6130055000 LMU 6466,CALFIRE name MDF BENCH RX 2 UNIT 3,3,2017/05/22 00:00:00,2017/05/22 00:00:00,500,506.30682,,,,{B827B50E-4545-429F-94B4-103AE1E5E54C},8034.64979363779,3668221.40822194
160,2017,CA,USF,MDF,6130065000,,3,2017/05/22 00:00:00,2017/05/22 00:00:00,190,190.2366,,,,{621C5410-31CC-469C-A430-2644AFE3B3AD},5455.03800466354,1377901.6257004
161,2017,CA,USF,MDF,6130069000 calfire 6544,calfire name MDF BENCH RX 5 UNIT 17,3,2017/05/22 00:00:00,2017/05/22 00:00:00,123,127.54305,,,,{41AAB065-990C-4402-89DF-29A4B072B976},4208.7132140121,923064.533771638
162,2017,CA,USF,MDF,6130084000 calfire 6543,calfire name MDF BENCH RX 7 UNIT 15,3,2017/05/22 00:00:00,2017/05/22 00:00:00,455,455.21228,,,,{82D1479F-747A-4532-9076-2186C0308BC6},10671.5255536533,3296240.36866511
163,2017,CA,USF,MDF,6210006000,problem,11,2017/01/23 00:00:00,2017/01/23 00:00:00,22,21.896717,,,,{40547641-7923-4A9F-BBD3-EDF9FCB562B3},19597.9153082119,159102.216664316
164,2017,CA,USF,MDF,6400007000,,11,2017/01/23 00:00:00,2017/01/23 00:00:00,19,19.261686,,,,{B6A9C6BB-1A20-4146-98FD-8539ACBEF92B},2536.38297355412,140438.513864398
165,2017,CA,USF,MDF,6420006000,,11,2017/01/23 00:00:00,2017/01/23 00:00:00,31,31.34396,,,,{78CCD1DA-229B-4405-B79F-EC7B7887C239},2989.18861903495,228910.46229574
166,2017,CA,USF,MDF,6420007000,,11,2017/01/23 00:00:00,2017/01/23 00:00:00,102,102.34564,,,,{9018E87E-0471-4E27-8990-31CCB3FE0DCF},8079.85197022764,746380.661221616
167,2017,CA,USF,SRF,FTBIGFLAT1,,3,2017/05/17 00:00:00,2017/05/17 00:00:00,21,21.48386,,,,{E9637448-52C9-45A1-A1C9-2A82559BA4D7},2423.65510446196,156144.715953016
168,2017,CA,USF,SRF,FTRASOR008,2016 RAS Understory Burn,3,2017/06/07 00:00:00,2017/06/07 00:00:00,2,1.9283729,,,,{F9DCFC1D-8E40-439A-8F40-E3523DBEAB45},770.662998338348,13850.8039240379
169,2017,CA,USF,SRF,FTRASOR009,,3,2017/06/21 00:00:00,2017/06/21 00:00:00,21,20.640142,,,,{E9C4DC96-C9F3-41B7-9037-F07B0370A28D},2223.18632311256,148267.954511198
170,2017,CA,USF,SRF,FTRASOR010,2017 RAS Understory Burn,3,2017/06/07 00:00:00,2017/06/07 00:00:00,10,9.5795126,,,,{92988B74-4A24-4E78-9161-0A673A1828FB},1586.24004678082,68837.6843015491
171,2017,CA,USF,SRF,FTRASOR06A,2016 RAS Understory Burn,3,2017/10/04 00:00:00,2017/10/04 00:00:00,30,30.397879,,,,{A294E01E-3D21-4881-A8C4-00F14B7A2819},2147.7182348625,217813.276535357
172,2017,CA,USF,SRF,FTRASLT003,,3,2017/06/01 00:00:00,2017/06/01 00:00:00,15,14.625669,,,,{07A48645-8593-4949-BC47-284DB5F36694},1635.95817973369,103589.646720051
173,2017,CA,USF,PNF,1160112000,,3,2017/06/15 00:00:00,2017/06/15 00:00:00,65.2,65.161057,,,,{E2D3496F-3B05-4592-BB21-F2518AAB5EDD},3092.72268051643,449293.432582459
174,2017,CA,USF,PNF,1190095000,,3,2017/11/03 00:00:00,2017/11/03 00:00:00,132.4,132.36815,,,,{27CCE0E0-484C-4FCC-8147-2B9842F0E9DD},5373.3775421239,912551.876475356
175,2017,CA,USF,PNF,1190096000,,3,2017/11/03 00:00:00,2017/11/03 00:00:00,246.8,246.71475,,,,{A444BA21-C202-4E4D-BAA3-B3D47501D7A3},12151.5532259439,1700921.26068313
176,2017,CA,USF,PNF,1210045000,,3,2017/06/13 00:00:00,2017/06/13 00:00:00,214.4,214.38016,,,,{8FB31F27-64C9-4DB3-BB2C-45D5C72B9C6E},5883.16264923147,1478699.3044173
177,2017,CA,USF,PNF,2210005000,,3,2017/06/07 00:00:00,2017/06/07 00:00:00,130.8,130.82851,,,,{2FB9704E-1830-4E63-A742-B003A0E26A1A},6020.60170392939,905540.119765077
178,2017,CA,USF,PNF,2210202000,,3,2017/06/02 00:00:00,2017/06/02 00:00:00,151.3,151.25908,,,,{00F32F7D-E315-4609-BBA6-48AEC0EDA1CB},4323.6172075079,1047184.84164221
179,2017,CA,USF,PNF,6020083000,,3,2017/05/20 00:00:00,2017/05/20 00:00:00,56.7,56.696957,,,,{7F176B26-D7B9-42BD-870C-8CAB3D58F3A2},3022.7627311232,390172.565516059
180,2017,CA,USF,PNF,6020084000,,3,2017/05/20 00:00:00,2017/05/20 00:00:00,90.3,90.298889,,,,{E21B9D28-D8AE-4C0F-B4C1-EB3774D9FD77},3820.84801897097,621549.766397171
181,2017,CA,USF,PNF,6060077000,,3,2017/05/25 00:00:00,2017/05/25 00:00:00,148.6,148.62975,,,,{7329062B-8298-4535-8969-E164A3F170C5},8926.03534496798,1026015.91356589
182,2017,CA,USF,PNF,6110144000,,3,2017/04/05 00:00:00,2017/04/05 00:00:00,52,51.937424,,,,{BFE50529-58CC-413D-AC69-A31A2FFB4349},2816.91647870384,358190.900293261
183,2017,CA,USF,PNF,6180003000,,3,2017/05/15 00:00:00,2017/05/15 00:00:00,98.4,98.358521,,,,{F671B5E5-1E8E-4485-A13D-09496E5C96A0},4358.79104317113,678892.281259852
184,2017,CA,USF,PNF,3010068000,,3,2017/03/15 00:00:00,2017/03/15 00:00:00,105.2,105.23442,,,,{4E21F1EF-E100-4AAA-853E-0C3A4B070249},6573.59806115794,714209.738812111
185,2017,CA,USF,PNF,3010069000,,3,2017/03/14 00:00:00,2017/03/14 00:00:00,120.1,120.07204,,,,{3935C9BB-931B-4EF5-B103-3EC2EF75C857},6650.98528737454,815229.520254139
186,2017,CA,USF,PNF,3230269113,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,27,26.864796,,,,{CEA17B81-FD95-4A6F-B380-46900DFA2845},2065.52632285944,183943.946017459
187,2017,CA,USF,PNF,3230270112,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,21.2,21.219276,,,,{7C1CE1F4-F5F8-471F-9055-932FD7B290F0},1968.34682576002,145302.280735353
188,2017,CA,USF,PNF,3430011000,,3,2017/03/13 00:00:00,2017/03/13 00:00:00,53.9,53.951473,,,,{EB86A3ED-F9B6-41F1-BAB8-DD36CD7BFEA3},3600.12194084884,366741.319261982
189,2017,CA,USF,BDF,461354F000,,3,2017/04/21 00:00:00,2017/04/21 00:00:00,21,21.664078,,,,{B2CEA40C-C827-4E9D-95BE-60ABA2BD3A36},2094.08387255388,128337.347019353
190,2017,CA,USF,SQF,2091602000,,3,2017/05/28 00:00:00,2017/05/28 00:00:00,134,134.088,,,,{0E649E42-B3CA-4571-B9F1-9ED791114CA2},6700.17245841859,833029.032146517
191,2017,CA,USF,SQF,2109001000,,11,2017/05/26 00:00:00,2017/05/26 00:00:00,100,724.11688,,,,{9B33A2D2-FD4A-4B95-8DFD-46F312F5DBA2},56600.9061214485,4498674.45513791
192,2017,CA,USF,SQF,2109002000,,3,2017/05/26 00:00:00,2017/05/26 00:00:00,139,139.32335,,,,{9160AB79-8BE9-4754-8800-AF9471A94A36},4600.45639733379,865204.03857625
193,2017,CA,USF,SQF,6280001000,,11,2017/02/16 00:00:00,2017/02/16 00:00:00,4,12.106859,,,,{374E4E2A-0C01-4026-98B3-630518535AFF},1216.27739178684,74776.6463985283
194,2017,CA,USF,SHF,2700304000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,23,22.901918,,,,{34355244-B491-4AF0-A5FB-27669F010BBE},1743.34300213292,162084.029961107
195,2017,CA,USF,SHF,2700404000,,3,2017/11/02 00:00:00,2017/11/02 00:00:00,6,5.4911118,,,,{9C9EE76D-0B9B-4B9F-A7AD-9B6A13934112},751.844784537408,38861.4113652302
196,2017,CA,USF,SHF,3503002000,,3,2017/05/18 00:00:00,2017/05/18 00:00:00,32,32.234509,,,,{2749D8A8-BCD8-41D2-9FE2-A6F922522CB9},2751.01073757315,228300.462255499
197,2017,CA,USF,SHF,BLURCK000F,,3,2017/05/09 00:00:00,2017/05/09 00:00:00,19,19.509451,,,,{0020D644-9E3D-46A0-88CB-902E55412B99},4557.6276010967,304969.12479106
198,2017,CA,USF,SHF,GREENMTNCD,,3,2017/04/05 00:00:00,2017/04/05 00:00:00,1401,1401.9103,,,,{83B31217-CEE0-473F-88D2-180EEE01080A},24411.4728574252,9899235.69876673
199,2017,CA,USF,SHF,0080022000,,3,2017/10/15 00:00:00,2017/10/15 00:00:00,54,54.501293,,,,{438FBD83-A3F6-4126-9AFC-6131E4987593},3355.0235094496,391374.666106156
200,2017,CA,USF,SNF,4012005000,,3,2017/06/30 00:00:00,2017/06/30 00:00:00,58.5,58.484978,,,,{A0DE0B0E-6E3D-496F-8C82-EDA20D85C5E8},4723.14583277115,641153.174915609
201,2017,CA,USF,SNF,4352003000,,3,2017/06/20 00:00:00,2017/06/20 00:00:00,112.5,132.09837,,,,{6705894B-7BC2-4C19-B34E-6BE5E049573F},9413.16449550442,1766942.12708494
202,2017,CA,USF,SNF,4352003000,,3,2017/11/15 00:00:00,2017/11/15 00:00:00,134,153.12544,,,,{98300EA8-01CA-47DA-8B3F-44C2222E9694},13023.8794256025,2696463.50375864
203,2017,CA,USF,SNF,4352004000,,3,2017/11/01 00:00:00,2017/11/01 00:00:00,66,66.055908,,,,{F67D9D64-2AB1-4A78-B563-C8A0EC792DC5},6229.37912826025,1072151.75017409
204,2017,CA,USF,STF,121S108UB1,,3,2017/06/04 00:00:00,2017/06/04 00:00:00,29.6,29.596451,,,,{B3922835-7653-4C49-8016-D11BF3FCA467},2610.97045217695,193646.10454344
205,2017,CA,USF,STF,121S108UB3,,3,2017/05/30 00:00:00,2017/05/30 00:00:00,24.1,24.068359,,,,{A88B5D82-4815-4F2D-8289-C5A6F05E217A},2829.54537366288,157414.977915004
206,2017,CA,USF,STF,121S108UB4,,3,2017/05/24 00:00:00,2017/05/24 00:00:00,23.2,23.141783,,,,{33917A91-40C5-4154-8F2B-186C99388451},1820.5445214787,151347.546942186
207,2017,CA,USF,STF,121S108UB5,,3,2017/05/30 00:00:00,2017/05/30 00:00:00,12.4,12.365779,,,,{4D8E8BD0-49D9-4EC5-BABC-5FA708C0019F},1624.04861423842,80872.779526609
208,2017,CA,USF,STF,230RXDM108,,3,2017/06/15 00:00:00,2017/06/15 00:00:00,96.4,96.36515,,,,{2227D8C4-53BF-4E50-B203-049B89DAF4FB},3811.17275750152,632917.146928155
209,2017,CA,USF,STF,312RXHWY17,,3,2017/05/31 00:00:00,2017/05/31 00:00:00,1.1,1.1436164,,,,{37ACFF67-DDDC-468A-8308-E3B364D1A521},381.6086484415,7508.23256936589
210,2017,CA,USF,TNF,100200V025,,3,2017/06/06 00:00:00,2017/06/06 00:00:00,30,30.164524,,,,{70E3B673-8195-4445-BB40-EE409E2EE4DF},1925.28377145191,205178.038957402
211,2017,CA,USF,TNF,10020YY030,,3,2017/06/06 00:00:00,2017/06/06 00:00:00,19,18.926758,,,,{4896E5FC-1A32-446E-9885-6B27B72C03B7},2510.08842714212,128795.197514265
212,2017,CA,USF,TNF,10020ZZ030,,3,2017/06/05 00:00:00,2017/06/05 00:00:00,22,22.047653,,,,{37221A5A-F328-4ABF-A17D-832228FFBED2},2048.8208098342,150010.232528052
213,2017,CA,USF,TNF,5053431000,,3,2017/05/10 00:00:00,2017/05/10 00:00:00,36.6,36.681633,,,,{BFCA6356-A0F5-4A61-BB6A-316FAB4A2A18},3843.70530343134,482627.720225783
214,2017,CA,USF,TNF,2250125000,,3,2017/06/05 00:00:00,2017/06/05 00:00:00,45,49.013466,,,,{B7050791-095A-420F-81D1-9A6B599EC933},3817.82998726642,330586.921493516
215,2017,CA,USF,TNF,2250126000,,3,2017/07/05 00:00:00,2017/07/05 00:00:00,9,9.5990877,,,,{7F568C39-DD65-4C48-A9CE-BCDEEF1838B9},1833.5599141622,64740.5657407982
216,2017,CA,USF,TNF,2250134000,,3,2017/06/05 00:00:00,2017/06/05 00:00:00,5,5.416224,,,,{96F805DE-E512-444B-B512-5CCC150ADB7C},1014.60003881607,36520.3476357341
217,2017,CA,USF,TNF,5100016000,,3,2017/06/07 00:00:00,2017/06/07 00:00:00,36.8,36.799664,,,,{16572118-0148-4D6F-BF48-CD5C74C3779B},2119.75738304793,249096.780046244
218,2017,CA,NPS,WNP,1708,EAST BOUNDARY UNITS 3/6,3,2017/04/04 00:00:00,2017/04/11 00:00:00,29.1117291029368,29.111729,,,,{C9BF72F8-FE02-4E7C-8520-C171FC726DCC},2369.04282092157,204605.574737751
219,2017,CA,NPS,RWP,1186 CALFIRE7423,EASTSIDE RX,3,2017/09/28 00:00:00,2017/10/16 00:00:00,125.09759673275,125.0976,,,,{0CE72BBB-FE0F-42C1-9E3A-DB3A5839A29E},4718.36408411111,893597.287649628
221,2017,CA,NPS,RWP,1185 HUU7423,DA SECOND GROWTH,3,2017/09/29 00:00:00,2017/11/03 00:00:00,22.2164238859396,22.216423,,,,{BBE957AE-7FC0-4D92-9405-7B3FB66BE0B9},2000.7238848338,158948.253273554
222,2017,CA,NPS,KNP,11,LEWIS CAMP RX,3,2017/04/24 00:00:00,2017/11/02 00:00:00,40.1967372196586,40.196735,,,,{329E52ED-E82B-4E8A-B59A-91AF13630549},3630.56003809765,254200.618260194
223,2017,CA,NPS,WNP,1709,BUCK UNIT B,3,2017/05/04 00:00:00,2017/06/19 00:00:00,53.5709360667277,53.570934,,,,{61FD783D-BC6B-4894-8BFD-F5576842FE8D},2671.72121711941,376169.528908101
224,2017,CA,NPS,WNP,1707,"EAST BOUNDARY UNIT ""0""",3,2017/04/03 00:00:00,2017/04/11 00:00:00,19.7521599267215,19.752159,,,,{1AA9BE44-E3A2-44F6-9E92-1FF390DEBC50},1788.32901051655,138858.381062479
225,2017,CA,NPS,KNP,24,ASH MOUNTAIN RX,3,2017/06/07 00:00:00,2017/07/26 00:00:00,5.40290400322787,5.402904,,,,{A869238B-2DA7-4286-818E-2CFFCE1E4CA4},1408.93505510705,33892.417629384
226,2017,CA,NPS,KNP,7,CEDAR EAST RX,3,2017/04/24 00:00:00,2017/11/28 00:00:00,430.31171777365,430.31171,,,,{7A4EB977-BC0D-4499-8E48-C842FEA82860},14961.6554135124,2720568.02840887
227,2017,CA,NPS,WNP,1702,EAST BOUNDARY UNITS 1/2,3,2017/03/13 00:00:00,2017/04/11 00:00:00,31.2560236290568,31.256023,,,,{CF647B75-A17C-4F2F-9A30-021AD7B2DADF},2445.43962531604,219708.762457266
228,2017,CA,NPS,KNP,999,WILSONIA PILES RX,3,2017/02/20 00:00:00,2017/05/10 00:00:00,31.4369457990455,31.436945,,,,{D8E05609-9395-42C3-BD58-FACB80D6FFF0},5430.69031256668,198462.267120663
229,2017,CA,NPS,YNP,8,SOUPBOWL RX SEG.3,3,2017/06/11 00:00:00,2017/08/30 00:00:00,8.91035506311468,8.9103546,,,,{B8A0FE7B-A42D-4F07-866C-A49DACBCB05D},1255.35096976495,57412.90090295
231,2017,CA,NPS,RWP,1355 HUU7423,MANEZE,3,2017/10/31 00:00:00,2017/11/13 00:00:00,192.799805648538,192.7998,,,,{AA5DC540-451E-4714-8A14-9014C8BDE3F2},9118.91852219323,1378325.77063893
232,2017,CA,NPS,YNP,154,MARIPOSA GROVE RX,3,2017/11/03 00:00:00,2017/11/10 00:00:00,132.065656217258,132.06566,,,,{E136B183-45E4-43BE-A32D-047BB663AB93},5815.63063676248,850884.769059691
233,2017,CA,NPS,WNP,1802,COGGINS UNIT 1 RX,3,2017/10/30 00:00:00,2017/11/20 00:00:00,164.086662498798,164.08667,,,,{092B2D2B-18FA-4E2F-AA27-7EF09544877F},5317.37419626101,1153149.94460323
234,2017,CA,NPS,WNP,1710,BUCK UNIT C2,3,2017/05/26 00:00:00,2017/06/19 00:00:00,57.0923292707983,57.092331,,,,{6724B272-AE0E-4DB5-9814-5ABF0336523F},2899.91410099686,400847.137222294
235,2017,CA,NPS,KNP,192,SEQUOIA CREEK RX,3,2017/09/25 00:00:00,2017/11/27 00:00:00,263.610874891884,263.61087,,,,{06D8C712-B1C5-43BB-B03E-6951852F1F28},7669.80016005353,1663763.78485453
236,2017,CA,NPS,WNP,1801,BRANDY CREEK RX,3,2017/10/24 00:00:00,2017/11/20 00:00:00,47.9834019664959,47.983402,,,,{5E74675E-B5D1-4E9A-96B9-A3E1F14885A0},4958.85639096452,337158.562579164
237,2015,CA,CDF,BTU,264,Hightest Training Burn,3,2015/06/05 00:00:00,2015/06/05 00:00:00,26,120.74,,,,{82FE9048-1FAE-40EE-803E-CFF207F39479},4241.61761568454,817805.82827926
238,2015,CA,PVT,KWC,3623,Strouss D,3,2015/10/02 00:00:00,2015/10/02 00:00:00,7.5,7.5300002,,,,{9BF72054-3451-4CB0-9BFD-1590D2B071B2},1039.80790442306,54490.7508046458
240,2015,CA,CCO,LAC,575,Lake Palmdale RX Burn,3,2015/01/01 00:00:00,2015/01/01 00:00:00,35,13.89,,,,{5B0C031C-4B9B-40C6-B37D-63B490B6909B},3532.58938346442,83091.085510413
241,2015,CA,PVT,KWC,3607,Black Bear,3,2015/10/07 00:00:00,2015/10/07 00:00:00,10,10.04,,,,{B0A493DD-3CDA-48FA-A9B2-D87550CF56BD},1300.28557335424,71962.532184901
242,2015,CA,PVT,KWC,3610,Davis,3,2015/10/06 00:00:00,2015/10/06 00:00:00,3.5,3.5,,,,{5379383C-A4F2-4386-AA9C-7B8EF344198B},806.05598988118,25594.6783920601
244,2015,CA,PVT,KWC,3633,Rynerson,3,2015/10/11 00:00:00,2015/10/11 00:00:00,29,29.190001,,,,{75296CAF-3364-4C25-82DC-303CC8D33A53},1902.60490222658,209552.259720328
252,2015,CA,PVT,KWC,3611,Patterson (C),3,2015/10/08 00:00:00,2015/10/09 00:00:00,14,13.65,,,,{36C277CD-67FB-47D1-A06C-CA580904A5C1},1425.61757701869,98529.5209614613
253,2015,CA,PVT,KWC,3609,Parker,3,2015/10/02 00:00:00,2015/10/02 00:00:00,4.5,4.4899998,,,,{F7C443D6-5E05-42B7-8357-E3444CD8A7FB},731.440633385521,32692.9947565286
255,2015,CA,PVT,KWC,3613,Sims Gulch,3,2015/10/03 00:00:00,2015/10/04 00:00:00,64,63.860001,,,,{3E513591-1878-47A6-AB28-C8FD7598B788},2701.00918011965,458535.26574418
256,2015,CA,PVT,KWC,3614,Creasy 1,3,2015/10/08 00:00:00,2015/10/08 00:00:00,2.8,2.8299999,,,,{87A5F8A8-80C7-4FC5-AFE7-DCE78B6FDF37},613.359916351787,20483.1410275004
257,2015,CA,PVT,KWC,3615,Creasy 3&4,3,2015/10/08 00:00:00,2015/10/08 00:00:00,3.2,3.24,,,,{B0E0B564-BF34-446B-AD6C-B1DE03B834CB},594.459610758113,23460.1708301672
258,2015,CA,PVT,KWC,3621,Ramsland,3,2015/10/08 00:00:00,2015/10/08 00:00:00,5.5,5.4499998,,,,{B6F1EBF2-4F34-4D6E-B435-9B19FDB8228E},816.526573795717,39212.4989014714
261,2015,CA,CDF,RRU,1547,West Batchlor,3,2015/05/25 00:00:00,2015/05/28 00:00:00,15,269.01999,,,,{2869E422-EEB8-451E-9757-56E01B3FD96B},5553.10630618286,1573465.53019942
262,2015,CA,CDF,RRU,1548,Skinner South,3,2015/05/18 00:00:00,2015/05/28 00:00:00,215,267.23001,,,,{89453C8B-1612-4AD1-A2C7-5D95A122729E},6802.56790356187,1562156.95779581
