OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,GlobalID,SHAPE_Length,SHAPE_Area
1123,2006,CA,USF,KNF,0505555270039000000,,3,2006/05/01 00:00:00,2006/05/01 00:00:00,19.6716096162791,19.67161,,,,{3E23C409-B74A-407D-A59C-F53EAF0A852A},2356.29383261346,142592.583141112
1124,2006,CA,USF,KNF,0505555270041000000,,3,2006/05/01 00:00:00,2006/05/01 00:00:00,7.14911925815918,7.1491194,,,,{E534AB44-737A-4B53-B728-AA414CFFB776},1050.51840304071,51818.2592544035
1125,2006,CA,USF,KNF,0505555270072000000,,3,2006/05/01 00:00:00,2006/05/01 00:00:00,15.1259533521701,15.125954,,,,{F16F3839-1771-4D6F-9C4E-73A877E51548},1851.19065504282,109635.100782157
1126,2006,CA,USF,KNF,0505555270080000000,,3,2006/05/01 00:00:00,2006/05/01 00:00:00,234.989605015148,234.98961,,,,{A67BF3DC-8718-485D-BE64-445290F7892F},15947.9664994757,1703265.71137517
1127,2006,CA,USF,KNF,0505555270133000000,,3,2006/05/01 00:00:00,2006/05/01 00:00:00,16.4007396569129,16.40074,,,,{63EDE203-0C27-4039-8944-3ACC92247682},1584.95979391336,118868.340486415
1128,2007,CA,USF,KNF,0505555330009000000,STONEWALL,3,2007/03/01 00:00:00,2007/03/01 00:00:00,71.2202881368902,71.220291,,,,{0597E0C0-1B59-4795-BB43-22050D4B89C9},3439.20968383984,516474.074414313
1129,2008,CA,USF,KNF,0505555330020000000,STONEWALL,3,2008/06/08 00:00:00,2008/06/08 00:00:00,186.493121771439,186.49312,,,,{4544C4B3-F0FE-41DB-BC86-DF65D20FC080},7024.67670234974,1352376.37122606
1130,2007,CA,USF,KNF,0505555410002000000,HY-YOU FUELS REDUCTION,3,2007/02/01 00:00:00,2007/02/01 00:00:00,56.0764998189012,56.0765,,,,{12E95353-94CC-4AA5-B6EC-12C073359DE8},2978.69235133349,407373.321523472
1131,2009,CA,USF,KNF,0505555410027000000,DEADWOOD COMPART,3,2009/05/01 00:00:00,2009/05/16 00:00:00,104.853788981981,104.85379,,,,{5DE900C6-B301-4E8F-86A4-C85A8A4A1923},4954.90570254128,762709.368892331
1132,2005,CA,USF,KNF,0505577010054000000,,3,2005/10/01 00:00:00,2005/10/31 00:00:00,261.333585736297,261.33359,,,,{BDA6F4EF-45C8-4964-A36E-C2D1E2DAB101},7440.22507646543,1895986.09612973
1133,2005,CA,USF,KNF,0505577010054000000,,3,2005/10/31 00:00:00,2005/10/31 00:00:00,261.333585736297,261.33359,,,,{113DD548-1F67-43AC-B4C3-3F16F846F974},7440.22507646543,1895986.09612973
1134,2005,CA,USF,KNF,0505577010057000000,,3,2005/10/01 00:00:00,2005/10/31 00:00:00,483.780116532719,483.78012,,,,{BB2C2C28-EA6D-4BB6-8276-FC7A57F3F6FA},9526.56169279198,3508170.44245503
1135,2005,CA,USF,KNF,0505577010058000000,,3,2005/10/01 00:00:00,2005/10/31 00:00:00,683.411751007866,683.41174,,,,{F9AD6B0E-5873-4816-A52E-9BE925061611},12402.0623240143,4957649.30623834
1136,2006,CA,USF,KNF,0505577010058000001,,3,2006/10/01 00:00:00,2006/10/31 00:00:00,117.015156327671,117.01516,,,,{CE9129E7-0D3A-4833-9AF7-F07CCDB6080B},4705.75435744617,848922.979234837
1137,2005,CA,USF,KNF,0505577010058000002,,3,2005/10/01 00:00:00,2005/10/31 00:00:00,566.29626965282,566.29626,,,,{35879DF1-D00C-4489-B301-BA5CE6400304},14824.7980134443,4107979.740213
1138,2009,CA,USF,KNF,0505577180034000000,,3,2008/10/01 00:00:00,2009/05/31 00:00:00,201.602482479942,201.60248,,,,{39604C9A-7D10-4B87-8AC4-F3237E912B46},6940.909552784,1464064.53712703
1139,2009,CA,USF,KNF,0505577190025000000,,3,2008/10/01 00:00:00,2009/05/31 00:00:00,259.243408135962,259.24341,,,,{69023800-FC9C-45C0-BB2B-C111AC581644},7668.39495466476,1883103.61742465
1140,2010,CA,USF,KNF,0505577190025000001,,3,2010/10/05 00:00:00,2010/10/05 00:00:00,123.37799729353,123.378,,,,{B4250EE3-7BB5-4750-A2E0-B25623984494},5514.8267034406,896217.255473656
1141,2010,CA,USF,KNF,0505577440815000000,,3,2010/10/12 00:00:00,2010/10/12 00:00:00,99.9909838953624,99.990982,,,,{1392030F-8551-4275-8F1C-04BADEA782A9},3403.41543738024,723949.46278232
1142,2010,CA,USF,KNF,0505577440817000000,,3,2010/10/01 00:00:00,2010/10/12 00:00:00,99.8224587518264,99.822456,,,,{11627834-BED7-495F-A428-8A948B7E1B00},3400.05404055692,722500.975434965
1143,2010,CA,USF,KNF,0505577440820000000,,3,2010/10/12 00:00:00,2010/10/12 00:00:00,51.5800588746723,51.580059,,,,{C575541F-60CA-439C-9D26-ECA4E0589F9B},7584.558105926,373329.901613069
1144,2010,CA,USF,KNF,0505577440821000001,,3,2010/10/12 00:00:00,2010/10/12 00:00:00,60.6144904115406,60.614491,,,,{92DF76F7-A6D5-4331-B438-0B53E6FC9C83},7707.38516008534,438846.182300561
1145,2006,CA,USF,KNF,0505577460002000000,,3,2006/10/01 00:00:00,2006/12/15 00:00:00,162.195508061139,162.19551,,,,{779C8BAA-0E40-4038-AA90-BBE805EF5ED2},7538.13196195765,1176008.58344395
1146,2006,CA,USF,KNF,0505577460073000000,,3,2006/10/01 00:00:00,2006/12/15 00:00:00,131.426128987392,131.42613,,,,{D1548BE4-C6F3-4F49-9DD9-20990BA90CC0},7862.57286035538,952625.288226022
1147,2006,CA,USF,KNF,0505577460078000000,,3,2006/10/01 00:00:00,2006/12/01 00:00:00,350.662940227501,350.66293,,,,{9598A5C9-6387-4BA8-8D74-BD05C41EE0F3},7939.91282569136,2543464.7603291
1148,2006,CA,USF,KNF,0505577460084000000,,3,2006/10/01 00:00:00,2006/12/01 00:00:00,16.3506061360365,16.350607,,,,{66193EB7-0669-4754-9085-CE296DAEDA42},1604.69752923663,118556.30277055
1149,2006,CA,USF,KNF,0505577460088000000,,3,2006/10/01 00:00:00,2006/12/15 00:00:00,62.7148133563601,62.714813,,,,{17699499-EAE2-40BE-BA39-32DC4FACFAF5},5134.55962739002,454641.364244744
1150,2010,CA,USF,KNF,0505577480813000000,,3,2010/10/13 00:00:00,2010/10/13 00:00:00,100.15521304434,100.15521,,,,{11F39784-BF44-4609-B564-76C310359C83},3405.0826431745,724657.777239735
1151,2010,CA,USF,KNF,0505577480815000000,,3,2010/10/13 00:00:00,2010/10/13 00:00:00,69.3810462386994,69.381042,,,,{9BFBC150-6727-49CA-91D8-43FD91CE5412},7637.84846019471,501997.369852837
1152,2010,CA,USF,KNF,0505577490803000000,,3,2010/10/06 00:00:00,2010/10/06 00:00:00,100.360680757359,100.36068,,,,{F692E3B5-BECC-42B8-A277-AA5DFD1C20C5},3408.33786174564,726113.55229061
1153,2010,CA,USF,KNF,0505577490806000000,,3,2010/10/16 00:00:00,2010/10/16 00:00:00,100.277496588689,100.2775,,,,{D8F4DB73-9E43-4075-8197-6F1FABA84259},3406.05263341667,725069.929124055
1154,2010,CA,USF,KNF,0505577490823000000,,3,2010/10/01 00:00:00,2010/10/06 00:00:00,58.6174330443736,58.617432,,,,{8537AF88-CD49-4AA9-8E5D-8BCEF130115C},7646.00199034424,424104.022131812
1155,2010,CA,USF,KNF,0505577490825000000,,3,2010/10/16 00:00:00,2010/10/16 00:00:00,66.052130770862,66.052132,,,,{B81EA688-973A-4E67-B66E-A0B771B79252},8062.23102260925,477595.490869849
1156,2009,CA,USF,LNF,050651F221000025000,BETTY SUE,3,2009/05/21 00:00:00,2009/05/21 00:00:00,203.189536240036,203.18953,,,,{478A0D01-418D-45B0-A398-AF5A085A7E70},6273.03646239616,1418566.63131444
1157,2009,CA,USF,LNF,050651F221000028000,BETTY SUE,3,2009/05/21 00:00:00,2009/05/21 00:00:00,180.236909819239,180.23691,,,,{1E6330B4-02D1-4F33-9CD7-BC57DCE0C130},5607.82606350632,1258034.09670004
1158,2009,CA,USF,LNF,050651F221000029000,BETTY SUE,3,2009/05/21 00:00:00,2009/05/21 00:00:00,78.9390071368834,78.939011,,,,{6C453F62-0AD8-4C55-8109-2483880DAC2D},3998.00301740496,550893.413932015
1159,2006,CA,USF,LNF,050651F264000020000,BATTLE DFPZ UB,3,2004/09/07 00:00:00,2006/10/24 00:00:00,32.6788567728481,32.678856,,,,{7C2F7184-DC6C-4F7A-9A19-A4797851B971},2517.60113599567,228119.414649109
1160,2006,CA,USF,LNF,050651F264000021000,BATTLE DFPZ UB,3,2004/09/07 00:00:00,2006/10/24 00:00:00,5.84406511597321,5.8440652,,,,{8D808E85-C4A2-4646-965F-8B3AECE52F85},839.846619454538,40801.3521911987
1161,2005,CA,USF,LNF,050651F284000059000,WARNER DFPZ UB,3,2004/09/01 00:00:00,2005/11/15 00:00:00,149.01412162276,149.01411,,,,{9EECA1F8-3B59-4CDB-B663-37BA6C0FAB02},4980.47936879,1039631.45031662
1162,2005,CA,USF,LNF,050651F284000061000,WARNER DFPZ UB,3,2004/09/01 00:00:00,2005/11/15 00:00:00,93.0815374153747,93.081535,,,,{90BBF7D7-33C6-4C58-B359-05C88498588D},3624.19548544787,649317.666943292
1163,2008,CA,USF,LNF,050651F342000002000,HOGSBACK WUI&WLDLF HAB IMP BB,3,2008/07/10 00:00:00,2008/07/10 00:00:00,2342.63533133715,2342.6353,,,,{1831F583-33C4-48B0-8CC5-48D4EA8425E3},20118.8010405533,16297106.5927177
1164,2006,CA,USF,LNF,050651F376000035000,LOST LAKE UB,3,2006/10/15 00:00:00,2006/10/18 00:00:00,19.2935851627677,19.293585,,,,{3392CE77-EA6A-447F-AAB0-DC0D11077811},2607.37741179334,133819.9954833
1165,2007,CA,USF,LNF,050651F376000037000,LOST LAKE UB,3,2007/09/20 00:00:00,2007/10/04 00:00:00,96.482332101988,96.48233,,,,{AE7269F8-5E95-498A-99E2-60932FBF2F10},5466.48847657507,669153.050464452
1166,2006,CA,USF,LNF,050651F376000037000,LOST LAKE UB,3,2006/10/15 00:00:00,2006/10/19 00:00:00,96.482332101988,96.48233,,,,{3B9264B3-2247-426C-A6C0-0E14B3E29BC1},5466.48847657507,669153.050464452
1167,2006,CA,USF,LNF,050651F376000038000,LOST LAKE UB,3,2006/10/15 00:00:00,2006/10/18 00:00:00,14.7788186089857,14.778819,,,,{513E7484-4E62-42F9-93A3-F30127359D05},1597.21566466486,102498.023148277
1168,2007,CA,USF,LNF,050651F376000047000,LOST LAKE UB,3,2007/09/20 00:00:00,2007/10/04 00:00:00,18.9769467560185,18.976946,,,,{2BFC9DD6-EA1C-46A6-8294-9CEC1D8EF884},2383.066421982,131605.176987691
1169,2007,CA,USF,LNF,050651F376000051000,LOST LAKE UB,3,2007/09/20 00:00:00,2007/10/04 00:00:00,3.43896632933649,3.4389663,,,,{CB3CE4B8-C92D-4613-9CD1-C4DF15BE929A},719.575387399378,23850.3172035953
1170,2008,CA,USF,LNF,050651F381000052000,PRATTVILLE DFPZ UNDERBURN,3,2008/05/15 00:00:00,2008/05/24 00:00:00,116.378149471447,116.37815,,,,{086B051C-3E7C-488B-A065-DE86B1C358B5},5935.77316317384,808409.602924816
1171,2008,CA,USF,LNF,050651F381000053000,PRATTVILLE DFPZ UNDERBURN,3,2008/05/15 00:00:00,2008/05/15 00:00:00,6.56923481196571,6.5692348,,,,{F6DD3C3C-7B3C-4FF3-8FDE-5EA47CDFDFBB},1256.57369320355,45620.4473070918
1172,2008,CA,USF,LNF,050651F381000054000,PRATTVILLE DFPZ UNDERBURN,3,2008/10/21 00:00:00,2008/10/24 00:00:00,58.3117881564785,58.311787,,,,{1B02028E-951E-4734-9375-960E80F4474F},3514.57457202988,404969.662707147
1173,2008,CA,USF,LNF,050651F381000055000,PRATTVILLE DFPZ UNDERBURN,3,2008/10/21 00:00:00,2008/10/24 00:00:00,17.5642580593089,17.564259,,,,{1EA0DFF1-4AAE-47C7-B67E-D58CB449BD49},1720.40574245919,121980.660384175
1174,2007,CA,USF,LNF,050651F422000001000,COLD SPRINGS,3,2007/01/25 00:00:00,2007/01/25 00:00:00,31.4429506553311,31.442951,,,,{F6BFA746-AC17-4DD2-8038-BCAD2D12C414},2198.64840671124,217554.320298709
1175,2007,CA,USF,LNF,050651F422000002000,COLD SPRINGS,3,2007/02/21 00:00:00,2007/04/30 00:00:00,39.0578201866145,39.057819,,,,{4DF71369-ADAD-4FF7-BE34-7A1C6CE5B15D},2937.90964104439,270202.177243673
1176,2007,CA,USF,LNF,050651F443000001000,CHERRY HILL DFPZ,3,2007/05/05 00:00:00,2007/05/15 00:00:00,90.9864102812723,90.986412,,,,{2265024D-F45E-4F6F-8FD5-A2E5EE679EB5},3592.30937496375,630239.23621596
1177,2006,CA,USF,LNF,050651F443000006000,HUMBOLDT SUMMIT,3,2006/10/05 00:00:00,2006/10/05 00:00:00,431.009533616402,431.00952,,,,{7D3CAA19-21CA-4003-AFEC-57CDD9F5CDD4},7329.33050871128,2987289.52296602
1178,2006,CA,USF,LNF,050653F001000001000,WILEY UNDERBURN 07,3,2006/10/18 00:00:00,2006/10/18 00:00:00,118.352239537541,118.35224,,,,{5E475F63-4EFB-408D-B3FC-424D753204DF},3713.88397124901,848530.237195738
1179,2008,CA,USF,LNF,050653F004000003000,MAYFIELD UB 08,3,2007/10/01 00:00:00,2008/05/30 00:00:00,19.595128052309,19.595127,,,,{3AB3D77B-46DB-481B-99C5-BAD05F931D4A},2289.10428037492,140404.85518031
1180,2010,CA,USF,LNF,050653F004000004000,MAYFIELD 2010,3,2010/03/15 00:00:00,2010/03/15 00:00:00,183.283945370674,183.28395,,,,{A1F6D729-A825-4F52-95BD-2B7E30EB64FB},8429.17829191591,1313843.22259353
1181,2007,CA,USF,LNF,050653F006000001000,DAY BENCH UNDERBURN 07,3,2007/01/01 00:00:00,2007/02/01 00:00:00,79.1769565626813,79.176956,,,,{76811A9D-9BA1-4252-9480-6ACFF7A30B12},3282.30858010295,565408.039210198
1182,2007,CA,USF,LNF,050653F006000002000,DAY BENCH UNDERBURN 07,3,2007/01/29 00:00:00,2007/01/29 00:00:00,125.666219082324,125.66622,,,,{0D6023EA-DEE5-4F85-9BC3-0AC3A5BD5908},6094.3670766045,898374.999694525
1183,2007,CA,USF,LNF,050653F026000001000,QNORTH COBLE UB 07,3,2007/05/09 00:00:00,2007/05/09 00:00:00,147.979220704571,147.97922,,,,{7CFCBC6C-FA92-451E-AAA0-84AD45625F45},4812.04538306345,1047455.07324342
1184,2005,CA,USF,LNF,050653F026000003000,QNORTH COBLE BROADCAST BURN,3,2005/07/01 00:00:00,2005/10/07 00:00:00,543.387007599916,543.38702,,,,{B053CC7E-36DA-4598-B0E3-B7ADBDD7547C},8389.69266366931,3847503.94515304
1185,2008,CA,USF,LNF,050653F026000005000,NORTH COBLE UB 09,3,2008/10/29 00:00:00,2008/10/29 00:00:00,69.390395285426,69.390396,,,,{AF3B2479-6155-4472-BC91-E70EEBC65AAE},3960.39479731925,491341.518972612
1186,2008,CA,USF,LNF,050653F026000006000,NORTH COBLE UB 09,3,2008/10/27 00:00:00,2008/10/27 00:00:00,283.24666415952,283.24667,,,,{F786F6A3-1982-4815-8AA5-53A2B21DDDDC},5808.34873273489,2006025.38556018
1187,2008,CA,USF,LNF,050653F026000007000,NORTH COBLE UB 09,3,2008/10/27 00:00:00,2008/10/27 00:00:00,217.049957778091,217.04996,,,,{3D920E03-E11F-4A0E-AE14-3E204B134102},5658.0259278902,1536905.60259994
1188,2007,CA,USF,LNF,050653F027000001000,QPITTVILLE UB 07,3,2006/10/01 00:00:00,2007/04/27 00:00:00,207.09036780533,207.09036,,,,{FE36C31B-56C4-41C2-A3FE-1F4ED62692C2},5266.86311004986,1467173.74338752
1189,2008,CA,USF,LNF,050653F027000004000,PITTVILLE DFPZ 2008,3,2008/06/25 00:00:00,2008/06/25 00:00:00,786.737289853998,786.7373,,,,{3DA9419E-1AC4-4953-BF0A-F56F246BC8C9},12583.3180747833,5576438.36257765
1190,2005,CA,USF,LNF,050653F027000005000,PITTVILLE NORTH UB,3,2005/10/15 00:00:00,2005/10/15 00:00:00,624.811312722585,624.81134,,,,{805C018C-1DD3-41D4-A907-5C36D9025162},12816.6308596389,4428657.61415651
1191,2006,CA,USF,LNF,050653F029000001000,QPITTVILLE UNDERBURN 07,3,2006/10/23 00:00:00,2006/10/23 00:00:00,354.164248874392,354.16425,,,,{F5A61BA2-F750-4A63-9AD3-50373CE43819},6982.4822095234,2505163.45847636
1192,2006,CA,USF,LNF,050653F029000003000,QPITTVILLE UNDERBURN 07,3,2006/10/30 00:00:00,2006/10/30 00:00:00,479.582597011367,479.58261,,,,{A86437EF-E913-4067-994C-FA9CEE1F7217},7722.30437949455,3392909.83941707
1193,2006,CA,USF,LNF,050653F029000004000,QPITTVILLE UNDERBURN 07,3,2006/10/30 00:00:00,2006/10/30 00:00:00,112.747847041653,112.74785,,,,{CCD13686-9A9D-4A01-8644-DE57D8E00982},4012.61442624576,797485.314096272
1194,2009,CA,USF,LNF,050653F029000006000,QPITTVILLE BURN 09,3,2009/04/01 00:00:00,2009/04/01 00:00:00,382.366249499966,382.36624,,,,{9CCAAC0C-7CD0-41C2-A5D9-00763652B7A1},13472.0733510624,2705513.13135836
1195,2006,CA,USF,LNF,050653F038000001000,QBLACKS RIDGE UNDERBURN 07,3,2006/11/02 00:00:00,2006/11/02 00:00:00,280.760060134072,280.76007,,,,{F04B3377-0565-4710-96B7-DEE6909A680B},6917.3084086923,1986633.82342951
1196,2010,CA,USF,LNF,050653F038000011000,BEAVER SPRING RX 2010,3,2010/10/22 00:00:00,2010/10/22 00:00:00,216.67278827396,216.67279,,,,{413F8B60-6E08-4959-89AF-D2EFA37AFDA5},6233.62466136485,1532940.24139559
1197,2009,CA,USF,LNF,050653F039000002000,HACKSAW 2009 RX-BURN,3,2009/04/15 00:00:00,2009/04/25 00:00:00,931.205770846174,931.20575,,,,{3FF14E2B-4012-48BC-8831-58DFEE43E512},11613.2403727917,6576788.20222615
1198,2005,CA,USF,LNF,050653F039000003000,PITTVILLE UB 2006,3,2005/10/01 00:00:00,2005/11/01 00:00:00,355.254832983965,355.25482,,,,{9CF1C3D0-16FE-400E-B3DC-6F6896E14A6E},6948.46727011387,2507044.39129063
1199,2010,CA,USF,LNF,050653F039000004000,PITTVILLE 2010,3,2009/10/20 00:00:00,2010/04/28 00:00:00,1336.82346390996,1336.8235,,,,{0B17FEF5-9BFE-4138-845B-84103037BBF9},38265.3001235512,9449343.61087315
1200,2006,CA,USF,LNF,050653F040000001000,QBLACKS RIDGE UNDERBURN 07,3,2006/10/01 00:00:00,2006/10/15 00:00:00,252.908059606819,252.90807,,,,{9C6F811A-1F63-4147-8F9A-9E8DF80773E2},6796.62815313307,1791167.62029451
1201,2008,CA,USF,LNF,050653F043000001000,NORTH COBLE UB 08,3,2007/05/11 00:00:00,2008/05/02 00:00:00,543.787839001217,543.78784,,,,{7F2B3584-106C-4E7A-AFA7-0FB2F02C9573},12571.3665658824,3841477.22894775
1202,2008,CA,USF,LNF,050653F043000002000,QNORTH COBLE UB 08,3,2007/05/11 00:00:00,2008/04/05 00:00:00,152.357788909434,152.35779,,,,{BA2A77EC-FD84-400F-9311-9B9A887928A3},4386.7691013153,1078606.2945594
1203,2007,CA,USF,LNF,050653F043000003000,QNORTH COBLE UB 07,3,2007/05/09 00:00:00,2007/05/09 00:00:00,448.061305230504,448.06131,,,,{B1690537-74E4-42E3-813D-9716B7B6A373},8184.43193922214,3169258.87353201
1204,2008,CA,USF,LNF,050653F043000004000,NORTH COBLE UB 08,3,2007/10/01 00:00:00,2008/04/25 00:00:00,155.429257559052,155.42926,,,,{4B148666-8C53-4AA6-8D99-2DD5FCC8539D},6023.38962447133,1099877.26548748
1205,2007,CA,USF,LNF,050653F043000005000,QNORTH COBLE UNDERBURN 2007,3,2007/05/01 00:00:00,2007/05/01 00:00:00,210.869222317188,210.86922,,,,{36B62A86-FD1A-45C1-A122-DA79AC1E6062},7055.73125305572,1491363.4135635
1206,2007,CA,USF,LNF,050653F043000006000,QNORTH COBLE UNDERBURN 2007,3,2007/04/29 00:00:00,2007/04/29 00:00:00,415.203277714785,415.20328,,,,{9B622175-5658-4190-930D-CB8754E71A65},8168.0587442118,2934877.0859427
1207,2008,CA,USF,LNF,050653F043000007000,NORTH COBLE UB 08,3,2007/05/11 00:00:00,2008/04/22 00:00:00,122.609099035476,122.6091,,,,{4062B71E-6F93-4467-B84C-8E7DC98F773B},4574.18309008237,867907.402760566
1208,2007,CA,USF,LNF,050653F043000008000,QNORTH COBLE UB 08,3,2007/10/01 00:00:00,2007/11/08 00:00:00,182.493620916952,182.49362,,,,{94B66993-E98C-4F7C-AED9-1EEC8E1DE21D},4763.58528259542,1288717.87836505
1209,2007,CA,USF,LNF,050653F043000013000,QNORTH COBLE CRUSHING,3,2007/10/01 00:00:00,2007/10/04 00:00:00,98.434293601187,98.434296,,,,{95E8E618-5E9A-4AF3-A360-8FC943ABDCEA},4982.69143653712,696632.546410019
1210,2009,CA,USF,LNF,0506580140080000001,SIGNAL,3,2008/10/15 00:00:00,2009/05/10 00:00:00,30.2308856520114,30.230886,,,,{A908B349-B6F1-46A9-AB2A-FD6D6B514686},1919.75855735739,213434.024313712
1211,2007,CA,USF,LNF,0506580140083000001,,3,2007/10/01 00:00:00,2007/11/16 00:00:00,210.033533491218,210.03354,,,,{F9F6752D-FBD8-43C9-B9AA-6143018084F5},8594.83580330474,1481999.5872007
1212,2007,CA,USF,LNF,0506580140086000000,DOW BUTTE SM LOG BIOMASS,3,2006/10/01 00:00:00,2007/05/09 00:00:00,61.5250952777856,61.525097,,,,{41461319-2B56-4996-BFA9-B2008188FB0C},3629.51776895785,433999.654137209
1213,2007,CA,USF,LNF,0506580140089000000,SIGNAL SL,3,2006/10/01 00:00:00,2007/05/08 00:00:00,128.378256555613,128.37825,,,,{723B8507-C68F-4B2C-9E82-0B5FC0E30193},4884.43346702065,905395.863785782
1214,2008,CA,USF,LNF,0506580180130000000,,3,2008/10/01 00:00:00,2008/10/29 00:00:00,67.9929424101197,67.992943,,,,{4C10D16C-511C-4328-814D-25B490B359C3},5201.39874885678,477688.620538878
1215,2008,CA,USF,LNF,0506580180133000000,,3,2008/10/01 00:00:00,2008/10/30 00:00:00,62.4746271038331,62.474628,,,,{6E85839F-8966-4249-B441-94EF34A6725E},5563.63926486976,438764.554522219
1216,2008,CA,USF,LNF,0506580190454000001,,3,2007/10/01 00:00:00,2008/05/19 00:00:00,47.8106448534646,47.810646,,,,{08771381-6D5F-4A6B-8452-A755CF13DB66},5129.29980832432,335905.0291693
1217,2009,CA,USF,LNF,0506580190454000002,,3,2009/03/30 00:00:00,2009/06/23 00:00:00,134.672036997147,134.67204,,,,{0DCED1ED-7B00-47D0-B348-50C062CA3660},9389.29686181261,946153.706133211
1218,2008,CA,USF,LNF,0506580210005000000,,3,2008/10/01 00:00:00,2008/10/29 00:00:00,18.8951481786006,18.895147,,,,{5ACC6DBF-8D31-41A3-9552-FB513784BD43},1670.08923714359,132544.909061898
1219,2007,CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),3,2006/10/01 00:00:00,2007/05/09 00:00:00,99.3424584807613,99.342461,,,,{AD89F467-D19E-42C3-BAD7-19DF765BD0FF},4353.62112194228,700848.134952021
1220,2009,CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),3,2008/10/01 00:00:00,2009/05/07 00:00:00,99.3424584807613,99.342461,,,,{19FDA0BF-DF72-4FE7-9A32-633EAD24775C},4353.62112194228,700848.134952021
1221,2008,CA,USF,LNF,050658F007000151000,SIGNAL/DOW UB UNIT D1,3,2007/10/01 00:00:00,2008/05/02 00:00:00,60.1682240226889,60.168224,,,,{7F1A213C-20EF-4E10-8C3E-D2C1A4455795},3173.54280434852,424683.185304496
1222,2008,CA,USF,LNF,050658F007000152000,SIGNAL/DOW UNDERBURN UNIT D2,3,2007/10/01 00:00:00,2008/05/10 00:00:00,111.338556342413,111.33855,,,,{1503A448-D11A-4C73-B24C-4CC024EB5B40},4815.05662388146,785772.833751706
1223,2008,CA,USF,LNF,050658F007000153000,SIGNAL/DOW UB UNIT D-3,3,2007/10/01 00:00:00,2008/05/02 00:00:00,443.112474347599,443.11249,,,,{6C517384-A613-4F72-8087-9B3B5226A017},7898.27080259798,3126586.71546307
1224,2008,CA,USF,LNF,050658F011000222000,BLACKS RNA C UB 2008,3,2007/10/01 00:00:00,2008/06/03 00:00:00,50.2300883840773,50.230087,,,,{044E8E9F-CF51-4461-BFBE-2BA06695B328},3321.55728261427,354081.503040213
1225,2008,CA,USF,LNF,050658F011000223000,BLACKS RNA C UB 2009,3,2008/10/30 00:00:00,2008/10/30 00:00:00,15.0598985739328,15.059898,,,,{218978E6-9159-4E3F-B44A-05F95098CD78},1461.38412444712,106168.813322558
1226,2006,CA,USF,LNF,050658F012000037000,06 EL CRATER UNDERBURN,3,2005/10/24 00:00:00,2006/06/01 00:00:00,684.614298407231,684.61432,,,,{110D2D61-CB9C-4527-9F65-A86D44F4E244},37580.4998500857,4815547.01394786
1227,2009,CA,USF,LNF,050658F012000038000,CRATER UNDERBURN 2009,3,2009/04/20 00:00:00,2009/05/14 00:00:00,389.632438052419,389.63245,,,,{72DB886C-F2B7-435A-A504-570AC15C07B5},12702.8340143629,2739971.21321984
1228,2010,CA,USF,LNF,050658F012000205000,CHAMPS UB #5,3,2009/10/01 00:00:00,2010/06/22 00:00:00,694.728044899074,694.72803,,,,{3520F23A-40F4-4CB7-93DC-CF7A0AB283DD},15246.7442963884,4897671.42143051
1229,2006,CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,3,2006/10/11 00:00:00,2006/10/11 00:00:00,397.878381774402,397.87839,,,,{B7BE3B9A-9DF1-42E4-A37D-FAD3B81FB638},7188.07502329713,2806364.98002729
1230,2009,CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,3,2008/10/01 00:00:00,2009/05/07 00:00:00,397.878381774402,397.87839,,,,{55C8388C-8A6A-485B-A6F0-6C2843F72974},7188.07502329713,2806364.98002729
1231,2007,CA,USF,LNF,050658F014000005000,DOW UNDERBURN # 6,3,2007/10/01 00:00:00,2007/11/16 00:00:00,43.5749571457562,43.574959,,,,{CBFF63E6-E547-4B74-9FD5-A6B84694F6ED},2693.88894774613,307361.256082858
1232,2006,CA,USF,LNF,050658F018000002000,06 EL GRAYS UNDERBURN,3,2005/10/15 00:00:00,2006/06/01 00:00:00,468.128099383484,468.12811,,,,{6752F668-DFEB-4E68-98A1-A18EFDFA3F43},18080.2613269794,3288277.98445701
1233,2010,CA,USF,LNF,050658F019000462000,CRATER UB #6,3,2010/01/10 00:00:00,2010/06/11 00:00:00,157.067673184484,157.06767,,,,{FD397D37-EB57-4F5C-B256-9C7BD9C98E90},6008.05331824795,1104164.48740292
1234,2010,CA,USF,LNF,050658F019000463000,CRATER UB # 4 2010,3,2010/01/10 00:00:00,2010/06/12 00:00:00,50.6898211497909,50.689819,,,,{C82ED7F8-A13D-477E-8B99-76363FB142F8},2789.47815382818,356259.934887227
1235,2009,CA,USF,LPF,050753070604F005000,PINE,3,2009/01/19 00:00:00,2009/01/24 00:00:00,5816.08986497197,5816.0898,,,,{77E31F0B-E915-4DDD-AED9-C30867679301},33429.972084031,35177414.0383497
