latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
39.552,-121.852,318,1.2,1.1,2021-03-31,1845,Terra,MODIS,72,6.1NRT,305.1,8.9,D
39.38,-121.769,319.7,1.2,1.1,2021-03-31,1845,Terra,MODIS,76,6.1NRT,307.7,7.9,D
38.242,-120.577,312.8,1.1,1,2021-03-31,1845,Terra,MODIS,62,6.1NRT,300.5,6.9,D
38.244,-120.589,309.7,1.1,1,2021-03-31,1845,Terra,MODIS,50,6.1NRT,299.4,4.4,D
46.243,-116.271,378.6,1,1,2021-03-31,1845,Terra,MODIS,100,6.1NRT,295.6,146.9,D
41.646,-120.398,326,1.1,1.1,2021-03-31,1845,Terra,MODIS,81,6.1NRT,299,22.8,D
38.981,-121.497,325,1.2,1.1,2021-03-31,1845,Terra,MODIS,80,6.1NRT,302.9,18.2,D
41.65,-120.39,322.7,1.1,1.1,2021-03-31,1845,Terra,MODIS,72,6.1NRT,297.7,17.8,D
38.999,-121.562,321.7,1.2,1.1,2021-03-31,1845,Terra,MODIS,77,6.1NRT,306.4,14.8,D
39,-121.575,315,1.2,1.1,2021-03-31,1845,Terra,MODIS,56,6.1NRT,303.3,6.9,D
36.952,-121.401,319.6,1.1,1,2021-03-31,1845,Terra,MODIS,65,6.1NRT,307.4,9.2,D
39.45,-122.204,321.8,1.3,1.1,2021-03-31,1845,Terra,MODIS,52,6.1NRT,307.3,13,D
39.448,-122.189,326.5,1.3,1.1,2021-03-31,1845,Terra,MODIS,0,6.1NRT,304.1,21.4,D
39.264,-122.177,320.1,1.2,1.1,2021-03-31,1845,Terra,MODIS,75,6.1NRT,308.2,8.9,D
46.252,-116.269,344,1,1,2021-03-31,1845,Terra,MODIS,93,6.1NRT,291.5,48,D
46.25,-116.256,326.3,1,1,2021-03-31,1845,Terra,MODIS,81,6.1NRT,289.7,21.6,D
46.245,-116.284,323.8,1,1,2021-03-31,1845,Terra,MODIS,83,6.1NRT,289.5,20.7,D
43.807,-118.336,313.4,1,1,2021-03-31,1845,Terra,MODIS,71,6.1NRT,301,6.4,D
38.524,-122.462,315.4,1.3,1.1,2021-03-31,1845,Terra,MODIS,54,6.1NRT,303.3,9.3,D
38.54,-121.885,314.8,1.2,1.1,2021-03-31,1845,Terra,MODIS,56,6.1NRT,303.6,6.1,D
43.811,-121.064,309.9,1.3,1.1,2021-03-31,1845,Terra,MODIS,55,6.1NRT,290.9,10.6,D
43.809,-121.049,321.1,1.3,1.1,2021-03-31,1845,Terra,MODIS,81,6.1NRT,293.6,23.1,D
38.983,-121.51,335.1,1.2,1.1,2021-03-31,1845,Terra,MODIS,88,6.1NRT,301.7,34.3,D
33.653,-116.096,325.5,1.3,1.1,2021-03-31,1850,Terra,MODIS,73,6.1NRT,313.5,13.9,D
36.111,-121.071,326.8,1.1,1,2021-03-31,1850,Terra,MODIS,76,6.1NRT,305.9,16,D
36.112,-121.082,334.7,1.1,1,2021-03-31,1850,Terra,MODIS,84,6.1NRT,306.2,27.9,D
38.849,-121.486,325.3,3.3,1.7,2021-03-31,2030,Aqua,MODIS,80,6.1NRT,303.9,91.4,D
39.354,-121.863,319.5,3.4,1.7,2021-03-31,2030,Aqua,MODIS,50,6.1NRT,306.4,55.9,D
46.13,-116.298,307.2,1.2,1.1,2021-03-31,2030,Aqua,MODIS,65,6.1NRT,293.9,5.6,D
46.204,-116.279,395.3,1.2,1.1,2021-03-31,2030,Aqua,MODIS,100,6.1NRT,301.3,281.9,D
46.201,-116.293,377,1.2,1.1,2021-03-31,2030,Aqua,MODIS,100,6.1NRT,300.3,175.2,D
46.226,-116.209,333.3,1.2,1.1,2021-03-31,2030,Aqua,MODIS,88,6.1NRT,295.1,37.9,D
46.223,-116.223,339.6,1.2,1.1,2021-03-31,2030,Aqua,MODIS,92,6.1NRT,295.7,50,D
46.229,-116.217,339.6,1.2,1.1,2021-03-31,2030,Aqua,MODIS,92,6.1NRT,295.3,50.5,D
46.226,-116.231,314.4,1.2,1.1,2021-03-31,2030,Aqua,MODIS,75,6.1NRT,293.7,12.7,D
38.973,-121.505,315,3.3,1.7,2021-03-31,2030,Aqua,MODIS,63,6.1NRT,302.6,33.9,D
47.017,-117.264,315.3,1.2,1.1,2021-03-31,2030,Aqua,MODIS,76,6.1NRT,293.8,14.6,D
45.407,-117.931,334.8,1.4,1.2,2021-03-31,2030,Aqua,MODIS,89,6.1NRT,293.6,54.8,D
45.41,-117.913,317.3,1.4,1.2,2021-03-31,2030,Aqua,MODIS,51,6.1NRT,293.9,22.5,D
45.397,-117.927,316.8,1.4,1.2,2021-03-31,2030,Aqua,MODIS,77,6.1NRT,293.6,20.1,D
43.807,-121.059,385.3,2.3,1.5,2021-03-31,2030,Aqua,MODIS,100,6.1NRT,304.6,572.6,D
47.23,-117.747,317.3,1.3,1.1,2021-03-31,2030,Aqua,MODIS,76,6.1NRT,297.8,15.8,D
47.227,-117.764,312.2,1.3,1.1,2021-03-31,2030,Aqua,MODIS,70,6.1NRT,297,9.5,D
43.813,-121.033,321.8,2.3,1.5,2021-03-31,2030,Aqua,MODIS,71,6.1NRT,297,46.7,D
43.803,-121.082,339.2,2.3,1.5,2021-03-31,2030,Aqua,MODIS,91,6.1NRT,293.7,136,D
43.81,-121.056,390.3,2.3,1.5,2021-03-31,2030,Aqua,MODIS,100,6.1NRT,300.3,653.5,D
43.797,-121.05,327.7,2.3,1.5,2021-03-31,2030,Aqua,MODIS,85,6.1NRT,296.8,79.5,D
47.842,-117.887,302.5,1.3,1.1,2021-03-31,2030,Aqua,MODIS,38,6.1NRT,290.5,5,D
38.845,-121.492,326.7,3.3,1.7,2021-03-31,2030,Aqua,MODIS,81,6.1NRT,304.5,98.2,D
39.361,-122.208,318.1,3.5,1.8,2021-03-31,2030,Aqua,MODIS,54,6.1NRT,305.2,37.5,D
38.84,-121.523,319,3.3,1.7,2021-03-31,2030,Aqua,MODIS,73,6.1NRT,304.4,51.4,D
42.182,-119.868,315.8,2.2,1.4,2021-03-31,2030,Aqua,MODIS,69,6.1NRT,303.7,20.5,D
39.359,-121.858,320.4,3.4,1.7,2021-03-31,2030,Aqua,MODIS,51,6.1NRT,306.4,59.5,D
38.969,-121.507,315.7,3.3,1.7,2021-03-31,2030,Aqua,MODIS,61,6.1NRT,302.7,35.9,D
43.801,-121.085,321.2,2.3,1.5,2021-03-31,2030,Aqua,MODIS,62,6.1NRT,293,55.2,D
38.984,-121.551,314.5,4.6,2,2021-03-31,2205,Aqua,MODIS,57,6.1NRT,304,45,D
36.825,-120.25,303.4,1.2,1.1,2021-04-01,0550,Terra,MODIS,55,6.1NRT,284.1,10.5,N
43.797,-121.054,301.6,1,1,2021-04-01,0555,Terra,MODIS,27,6.1NRT,272,9.2,N
43.806,-121.057,301.1,1,1,2021-04-01,0555,Terra,MODIS,16,6.1NRT,272.7,8.9,N
43.788,-121.051,302.7,1,1,2021-04-01,0555,Terra,MODIS,23,6.1NRT,271.9,9.7,N
44.116,-120.199,316,1.8,1.3,2021-04-01,1930,Terra,MODIS,74,6.1NRT,301.4,19.3,D
44.121,-120.204,319.5,1.8,1.3,2021-04-01,1930,Terra,MODIS,78,6.1NRT,302.6,24.7,D
39.68,-122.063,330.9,1.8,1.3,2021-04-01,1930,Terra,MODIS,85,6.1NRT,302.3,60.1,D
46.332,-118.217,325.2,2,1.4,2021-04-01,1930,Terra,MODIS,84,6.1NRT,297.8,48.4,D
46.327,-118.192,347.3,2,1.4,2021-04-01,1930,Terra,MODIS,95,6.1NRT,300,140.1,D
46.315,-118.196,338.2,2,1.4,2021-04-01,1930,Terra,MODIS,91,6.1NRT,298,96,D
46.252,-118.036,323.3,2,1.4,2021-04-01,1930,Terra,MODIS,82,6.1NRT,296.8,48.5,D
40.509,-123.763,306.2,1.4,1.2,2021-04-01,1930,Terra,MODIS,59,6.1NRT,293.8,8.3,D
38.849,-123.222,327.5,1.6,1.3,2021-04-01,1930,Terra,MODIS,82,6.1NRT,299.4,47.3,D
43.582,-124.204,303.1,1.2,1.1,2021-04-01,1930,Terra,MODIS,20,6.1NRT,293,7.7,D
46.247,-118.012,323.8,2,1.4,2021-04-01,1930,Terra,MODIS,82,6.1NRT,297.8,51.5,D
45.225,-123.16,308.7,1.2,1.1,2021-04-01,1930,Terra,MODIS,53,6.1NRT,296.6,8.2,D
44.757,-122.344,305.5,1.3,1.2,2021-04-01,1930,Terra,MODIS,58,6.1NRT,292.3,8.9,D
38.852,-123.24,336.4,1.6,1.3,2021-04-01,1930,Terra,MODIS,88,6.1NRT,297.7,72.1,D
39.075,-122.043,322.9,1.9,1.3,2021-04-01,1930,Terra,MODIS,72,6.1NRT,308.4,30.8,D
39.284,-122.203,322.3,1.8,1.3,2021-04-01,1930,Terra,MODIS,78,6.1NRT,308.2,19.1,D
38.812,-122.644,314.5,1.8,1.3,2021-04-01,1930,Terra,MODIS,68,6.1NRT,299.5,17.7,D
43.798,-121.036,313.2,1.6,1.3,2021-04-01,1930,Terra,MODIS,63,6.1NRT,294.5,17.8,D
43.338,-121.724,303.2,1.6,1.2,2021-04-01,1930,Terra,MODIS,39,6.1NRT,289.1,12,D
43.808,-123.889,349.4,1.2,1.1,2021-04-01,1930,Terra,MODIS,96,6.1NRT,290.8,81,D
45.364,-120.046,315.7,1.7,1.3,2021-04-01,1930,Terra,MODIS,76,6.1NRT,301,16.4,D
46.317,-118.189,344,2,1.4,2021-04-01,1930,Terra,MODIS,93,6.1NRT,299.2,124.3,D
46.323,-118.214,312.2,2,1.4,2021-04-01,1930,Terra,MODIS,72,6.1NRT,296.8,17.2,D
46.329,-118.184,338.4,2,1.4,2021-04-01,1930,Terra,MODIS,91,6.1NRT,298.6,98.3,D
46.335,-118.209,347.3,2,1.4,2021-04-01,1930,Terra,MODIS,95,6.1NRT,299.2,141.9,D
46.353,-118.119,313.5,2,1.4,2021-04-01,1930,Terra,MODIS,74,6.1NRT,297.5,21.6,D
46.373,-117.972,314,2,1.4,2021-04-01,1930,Terra,MODIS,74,6.1NRT,297.6,23,D
46.385,-117.967,309.5,2,1.4,2021-04-01,1930,Terra,MODIS,57,6.1NRT,296.7,12.4,D
46.374,-117.966,315.3,2,1.4,2021-04-01,1930,Terra,MODIS,76,6.1NRT,298,25.9,D
46.38,-117.991,308.4,2,1.4,2021-04-01,1930,Terra,MODIS,66,6.1NRT,296.6,11.4,D
46.394,-117.526,345.6,2.1,1.4,2021-04-01,1930,Terra,MODIS,94,6.1NRT,296.4,151,D
46.4,-117.552,364.5,2.1,1.4,2021-04-01,1930,Terra,MODIS,100,6.1NRT,300,287.7,D
43.81,-123.91,375.4,1.2,1.1,2021-04-01,1930,Terra,MODIS,100,6.1NRT,296.4,178.5,D
38.817,-122.667,319.1,1.8,1.3,2021-04-01,1930,Terra,MODIS,75,6.1NRT,300,27.9,D
43.811,-123.904,410.5,1.2,1.1,2021-04-01,1930,Terra,MODIS,100,6.1NRT,301.6,424.2,D
45.359,-120.025,318.8,1.7,1.3,2021-04-01,1930,Terra,MODIS,79,6.1NRT,301.1,21.9,D
39.764,-122.072,319.2,1.8,1.3,2021-04-01,1930,Terra,MODIS,76,6.1NRT,299.7,27.2,D
43.807,-123.895,378.6,1.2,1.1,2021-04-01,1930,Terra,MODIS,100,6.1NRT,296,195.4,D
39.76,-122.051,313.6,1.8,1.3,2021-04-01,1930,Terra,MODIS,68,6.1NRT,300.3,15.6,D
46.344,-118.212,307.2,2,1.4,2021-04-01,1930,Terra,MODIS,50,6.1NRT,295.6,9.1,D
46.339,-118.187,317.5,2,1.4,2021-04-01,1930,Terra,MODIS,78,6.1NRT,295.7,30.1,D
44.121,-120.221,315.3,1.8,1.3,2021-04-01,1930,Terra,MODIS,74,6.1NRT,302,18.2,D
32.494,-116.796,326.9,1.1,1.1,2021-04-01,2110,Aqua,MODIS,63,6.1NRT,314.1,9,D
43.788,-121.044,343.6,1,1,2021-04-01,2110,Aqua,MODIS,93,6.1NRT,300.2,46.2,D
43.79,-121.031,321.8,1,1,2021-04-01,2110,Aqua,MODIS,79,6.1NRT,299.1,13.3,D
42.282,-121.824,323.1,1,1,2021-04-01,2110,Aqua,MODIS,0,6.1NRT,301.3,12.9,D
42.284,-121.812,320.1,1,1,2021-04-01,2110,Aqua,MODIS,68,6.1NRT,305.3,10.9,D
39.522,-121.869,326.8,1,1,2021-04-01,2110,Aqua,MODIS,80,6.1NRT,311,11.6,D
46.663,-117.085,325.7,1.6,1.2,2021-04-01,2110,Aqua,MODIS,83,6.1NRT,298,35.6,D
46.323,-118.059,328.8,1.4,1.2,2021-04-01,2110,Aqua,MODIS,84,6.1NRT,299.2,34.9,D
46.324,-118.041,313.4,1.4,1.2,2021-04-01,2110,Aqua,MODIS,63,6.1NRT,298.1,9.7,D
46.304,-118.036,314.1,1.4,1.2,2021-04-01,2110,Aqua,MODIS,68,6.1NRT,299.3,10.8,D
46.261,-117.986,327.3,1.4,1.2,2021-04-01,2110,Aqua,MODIS,83,6.1NRT,299.4,32.7,D
46.25,-117.984,312.5,1.4,1.2,2021-04-01,2110,Aqua,MODIS,62,6.1NRT,298.6,10.1,D
46.009,-118.372,315.1,1.3,1.1,2021-04-01,2110,Aqua,MODIS,68,6.1NRT,303.3,10,D
38.275,-122.455,318.6,1,1,2021-04-01,2110,Aqua,MODIS,39,6.1NRT,308.6,6.6,D
36.447,-120.921,318.5,1,1,2021-04-01,2110,Aqua,MODIS,37,6.1NRT,304.8,6.8,D
36.126,-121.093,320.4,1,1,2021-04-01,2110,Aqua,MODIS,35,6.1NRT,309,5.3,D
39.448,-122.235,323.6,1,1,2021-04-01,2110,Aqua,MODIS,68,6.1NRT,311.6,8,D
39.478,-122.038,338.5,1,1,2021-04-01,2110,Aqua,MODIS,89,6.1NRT,312.1,28.1,D
39.47,-122.036,329.9,1,1,2021-04-01,2110,Aqua,MODIS,71,6.1NRT,312.1,16.3,D
39.358,-122.097,331.7,1,1,2021-04-01,2110,Aqua,MODIS,85,6.1NRT,310.6,18.5,D
39.169,-122.181,331.9,1,1,2021-04-01,2110,Aqua,MODIS,84,6.1NRT,316.7,15.6,D
39.07,-122.047,324.2,1,1,2021-04-01,2110,Aqua,MODIS,49,6.1NRT,312.9,10.3,D
39.524,-121.858,325.7,1,1,2021-04-01,2110,Aqua,MODIS,79,6.1NRT,312.2,10.2,D
39.469,-121.729,320.9,1,1,2021-04-01,2110,Aqua,MODIS,74,6.1NRT,310.1,5.4,D
44.108,-120.191,318,1.1,1,2021-04-01,2110,Aqua,MODIS,76,6.1NRT,302.4,8.1,D
40.125,-122.162,320.1,1,1,2021-04-01,2110,Aqua,MODIS,69,6.1NRT,307.1,9.8,D
39.758,-122.079,335,1,1,2021-04-01,2110,Aqua,MODIS,88,6.1NRT,304.2,28.4,D
39.76,-122.068,369.6,1,1,2021-04-01,2110,Aqua,MODIS,100,6.1NRT,308.5,108.8,D
39.676,-122.077,334.3,1,1,2021-04-01,2110,Aqua,MODIS,87,6.1NRT,306.3,27.7,D
38.816,-122.667,317.8,1,1,2021-04-01,2110,Aqua,MODIS,63,6.1NRT,300.6,9.3,D
46.077,-116.264,318.4,1.7,1.3,2021-04-01,2110,Aqua,MODIS,78,6.1NRT,299,22.6,D
46.085,-116.249,309.8,1.7,1.3,2021-04-01,2110,Aqua,MODIS,67,6.1NRT,297.8,8.1,D
39.678,-122.065,344.6,1,1,2021-04-01,2110,Aqua,MODIS,93,6.1NRT,306.5,44.7,D
39.593,-122.073,333.9,1,1,2021-04-01,2110,Aqua,MODIS,86,6.1NRT,310.3,21.5,D
46.084,-116.271,313,1.7,1.3,2021-04-01,2110,Aqua,MODIS,72,6.1NRT,297.8,13.7,D
46.237,-116.372,323.4,1.7,1.3,2021-04-01,2110,Aqua,MODIS,82,6.1NRT,297.9,35.3,D
46.233,-116.377,324.8,1.7,1.3,2021-04-01,2110,Aqua,MODIS,83,6.1NRT,298.3,36.7,D
44.756,-122.347,311.5,1,1,2021-04-01,2110,Aqua,MODIS,69,6.1NRT,295.7,8.8,D
43.797,-121.046,321.1,1,1,2021-04-01,2110,Aqua,MODIS,71,6.1NRT,299.6,12.7,D
45.224,-123.161,306,1,1,2021-04-01,2110,Aqua,MODIS,54,6.1NRT,292.3,5,D
45.392,-122.358,304.2,1,1,2021-04-01,2110,Aqua,MODIS,57,6.1NRT,293.7,4,D
43.803,-123.917,305.8,1,1,2021-04-01,2110,Aqua,MODIS,62,6.1NRT,291.5,7.2,D
43.805,-123.905,342.5,1,1,2021-04-01,2110,Aqua,MODIS,93,6.1NRT,294.5,50,D
46.894,-117.285,311.8,1.6,1.2,2021-04-01,2115,Aqua,MODIS,69,6.1NRT,296,11.6,D
46.997,-117.541,309.2,1.5,1.2,2021-04-01,2115,Aqua,MODIS,63,6.1NRT,297,7.6,D
47.89,-118.079,312.4,1.5,1.2,2021-04-01,2115,Aqua,MODIS,72,6.1NRT,284.5,20.7,D
47.001,-117.542,328.6,1.3,1.1,2021-04-02,1830,Terra,MODIS,81,6.1NRT,279.2,40.4,D
46.999,-117.525,343,1.3,1.1,2021-04-02,1830,Terra,MODIS,93,6.1NRT,280.4,72.7,D
39.847,-121.973,313.4,1.8,1.3,2021-04-02,1835,Terra,MODIS,69,6.1NRT,292.3,16.9,D
39.853,-121.978,308.9,1.8,1.3,2021-04-02,1835,Terra,MODIS,57,6.1NRT,293,9.9,D
46.259,-118.11,334.1,1.4,1.2,2021-04-02,1835,Terra,MODIS,89,6.1NRT,281.7,52.4,D
46.257,-118.092,332.7,1.4,1.2,2021-04-02,1835,Terra,MODIS,88,6.1NRT,281.8,49,D
39.289,-121.762,315.8,1.7,1.3,2021-04-02,1835,Terra,MODIS,67,6.1NRT,302.4,16.5,D
38.203,-122.053,327.8,1.7,1.3,2021-04-02,1835,Terra,MODIS,72,6.1NRT,297.9,49.1,D
38.057,-121.823,361.5,1.7,1.3,2021-04-02,1835,Terra,MODIS,0,6.1NRT,296.2,180,D
46.112,-116.281,305.3,1.1,1.1,2021-04-02,1835,Terra,MODIS,60,6.1NRT,281.9,5.5,D
39.687,-122.072,317.5,1.8,1.3,2021-04-02,1835,Terra,MODIS,55,6.1NRT,300.6,24.6,D
39.679,-122.058,317.9,1.8,1.3,2021-04-02,1835,Terra,MODIS,64,6.1NRT,299.8,24.5,D
38.205,-122.073,314.1,1.8,1.3,2021-04-02,1835,Terra,MODIS,55,6.1NRT,299.7,18.4,D
38.161,-121.978,308.1,1.7,1.3,2021-04-02,1835,Terra,MODIS,0,6.1NRT,296.6,9.5,D
46.108,-116.273,307.3,1.1,1.1,2021-04-02,1835,Terra,MODIS,65,6.1NRT,282,7.2,D
46.149,-116.182,318.7,1.1,1.1,2021-04-02,1835,Terra,MODIS,79,6.1NRT,281.3,18.9,D
46.148,-116.167,324.6,1.1,1.1,2021-04-02,1835,Terra,MODIS,83,6.1NRT,280.9,26.4,D
46.219,-116.16,309.5,1.1,1.1,2021-04-02,1835,Terra,MODIS,69,6.1NRT,286.3,8.9,D
46.141,-116.109,337.4,1.1,1.1,2021-04-02,1835,Terra,MODIS,90,6.1NRT,281.8,46.5,D
46.139,-116.095,371.5,1.1,1.1,2021-04-02,1835,Terra,MODIS,100,6.1NRT,284.7,144.9,D
46.182,-116.294,309.9,1.1,1.1,2021-04-02,1835,Terra,MODIS,69,6.1NRT,278.8,9.8,D
43.813,-118.346,307,2.4,1.5,2021-04-02,2015,Aqua,MODIS,48,6.1NRT,281.6,16.8,D
47.048,-117.116,307.7,1.7,1.3,2021-04-02,2020,Aqua,MODIS,66,6.1NRT,276,19.4,D
47.414,-117.627,309.5,1.7,1.3,2021-04-02,2020,Aqua,MODIS,65,6.1NRT,278.5,21.2,D
38.861,-122.912,309.5,2.5,1.5,2021-04-02,2155,Aqua,MODIS,56,6.1NRT,295.9,23.2,D
38.859,-122.939,310.3,2.4,1.5,2021-04-02,2155,Aqua,MODIS,58,6.1NRT,296.6,24.5,D
39.112,-121.721,367.9,1.3,1.1,2021-04-03,1915,Terra,MODIS,100,6.1NRT,300.6,155,D
39.109,-121.706,334.2,1.3,1.1,2021-04-03,1915,Terra,MODIS,88,6.1NRT,299.2,42.4,D
39.114,-121.726,346.6,1.3,1.1,2021-04-03,1915,Terra,MODIS,94,6.1NRT,297.8,72.7,D
39.111,-121.711,350,1.3,1.1,2021-04-03,1915,Terra,MODIS,96,6.1NRT,299.6,83.8,D
39.249,-122.986,308.5,1.2,1.1,2021-04-03,1915,Terra,MODIS,43,6.1NRT,280.8,9.9,N
47.54,-120.513,303.9,1.1,1,2021-04-03,1915,Terra,MODIS,57,6.1NRT,282.3,6.5,D
42.453,-124.382,301,1,1,2021-04-03,1915,Terra,MODIS,38,6.1NRT,282.1,5.9,D
36.667,-121.242,314,1.6,1.2,2021-04-03,1920,Terra,MODIS,64,6.1NRT,296.8,17.8,D
39.244,-122.98,307.3,1.2,1.1,2021-04-03,1920,Terra,MODIS,49,6.1NRT,282.4,9.7,D
39.242,-122.966,311.9,1.2,1.1,2021-04-03,1920,Terra,MODIS,54,6.1NRT,282.9,12.7,D
38.993,-123.008,312.4,1.2,1.1,2021-04-03,1920,Terra,MODIS,72,6.1NRT,280.5,16.2,D
39.246,-122.993,303.2,1.2,1.1,2021-04-03,1920,Terra,MODIS,12,6.1NRT,281,5.7,D
38.207,-120.561,310.6,1.1,1.1,2021-04-03,2100,Aqua,MODIS,63,6.1NRT,297.6,7.2,D
39.153,-121.542,314,1.2,1.1,2021-04-03,2100,Aqua,MODIS,65,6.1NRT,295.5,8.4,D
42.457,-124.381,300.3,1.4,1.2,2021-04-03,2100,Aqua,MODIS,29,6.1NRT,288.9,7.6,D
42.45,-124.391,314.7,1.4,1.2,2021-04-03,2100,Aqua,MODIS,57,6.1NRT,289,22.1,D
39.596,-122.072,322.2,1.3,1.1,2021-04-03,2100,Aqua,MODIS,75,6.1NRT,303.6,15.4,D
38.858,-121.684,318.5,1.2,1.1,2021-04-03,2100,Aqua,MODIS,77,6.1NRT,304.4,9.5,D
39.091,-121.474,318.7,1.2,1.1,2021-04-03,2100,Aqua,MODIS,78,6.1NRT,298.4,12.8,D
42.454,-124.397,305.5,1.4,1.2,2021-04-03,2100,Aqua,MODIS,47,6.1NRT,288.5,12.2,D
36.481,-119.524,311.9,1.8,1.3,2021-04-04,1825,Terra,MODIS,45,6.1NRT,296.7,10,D
38.537,-122.471,309.3,1,1,2021-04-05,1905,Terra,MODIS,46,6.1NRT,295,4.3,D
38.535,-122.459,311.9,1,1,2021-04-05,1905,Terra,MODIS,59,6.1NRT,298.6,6.7,D
39.759,-122.054,352.7,1,1,2021-04-05,1905,Terra,MODIS,97,6.1NRT,295.3,65.3,D
39.847,-121.964,312.3,1,1,2021-04-05,1905,Terra,MODIS,47,6.1NRT,300.3,6,D
39.849,-121.976,334.1,1,1,2021-04-05,1905,Terra,MODIS,88,6.1NRT,298.9,29.8,D
47.571,-122.372,304.7,1.1,1,2021-04-05,1905,Terra,MODIS,58,6.1NRT,291.8,5.1,D
45.911,-118.637,338.6,1.1,1,2021-04-05,1905,Terra,MODIS,90,6.1NRT,296.9,39.7,D
39.313,-123.213,311.9,1,1,2021-04-05,1905,Terra,MODIS,62,6.1NRT,294.7,7.8,D
39.252,-122.985,310.5,1,1,2021-04-05,1905,Terra,MODIS,53,6.1NRT,292.3,7.4,D
39.243,-122.987,308.8,1,1,2021-04-05,1905,Terra,MODIS,40,6.1NRT,293.3,5.9,D
39.356,-121.667,312.7,1,1,2021-04-05,1905,Terra,MODIS,70,6.1NRT,297.6,6,D
45.92,-118.634,325.3,1.1,1,2021-04-05,1905,Terra,MODIS,82,6.1NRT,297.1,20,D
38.618,-123.32,313,1,1,2021-04-05,1905,Terra,MODIS,69,6.1NRT,288.5,13.1,D
47.799,-117.491,300.2,1.1,1,2021-04-05,1905,Terra,MODIS,32,6.1NRT,288.9,3.9,D
47.686,-117.208,303.7,1.1,1,2021-04-05,1905,Terra,MODIS,41,6.1NRT,289.2,3.4,D
34.366,-118.945,313.1,1.6,1.2,2021-04-05,1905,Terra,MODIS,62,6.1NRT,299.3,9.7,D
37.73,-121.027,315.1,1.1,1,2021-04-05,1905,Terra,MODIS,72,6.1NRT,296.8,10.1,D
39.689,-122.258,321.6,1,1,2021-04-05,1905,Terra,MODIS,78,6.1NRT,292.8,16.7,D
38.7,-120.83,305.1,1.1,1,2021-04-05,1905,Terra,MODIS,50,6.1NRT,292.8,4.8,D
37.952,-121.361,311.3,1.1,1,2021-04-05,1905,Terra,MODIS,34,6.1NRT,298.4,5.4,D
43.817,-123.754,373.2,1.1,1,2021-04-05,1905,Terra,MODIS,100,6.1NRT,288.9,143.6,D
36.11,-121.077,316,1.1,1.1,2021-04-05,1905,Terra,MODIS,62,6.1NRT,300.6,9.2,D
48.047,-118.703,308.3,1,1,2021-04-05,1905,Terra,MODIS,64,6.1NRT,290.7,8,D
43.816,-123.741,337.4,1.1,1,2021-04-05,1905,Terra,MODIS,90,6.1NRT,284.9,46,D
36.721,-120.145,324.1,1.2,1.1,2021-04-05,1905,Terra,MODIS,79,6.1NRT,298.8,20.8,D
39.761,-122.065,359.9,1,1,2021-04-05,1905,Terra,MODIS,99,6.1NRT,296.9,83.3,D
39.326,-122.008,317,1,1,2021-04-05,1905,Terra,MODIS,0,6.1NRT,296.5,8.8,D
39.335,-122.006,332.9,1,1,2021-04-05,1905,Terra,MODIS,76,6.1NRT,299.4,26.6,D
47.826,-120.248,329.9,1,1,2021-04-05,1905,Terra,MODIS,87,6.1NRT,295.2,26.1,D
47.824,-120.235,312.7,1,1,2021-04-05,1905,Terra,MODIS,52,6.1NRT,295.1,8.4,D
45.857,-119.05,309,1,1,2021-04-05,1905,Terra,MODIS,41,6.1NRT,297.2,5.9,D
36.531,-119.783,321.4,1.3,1.1,2021-04-05,1905,Terra,MODIS,74,6.1NRT,300.7,16.7,D
45.922,-118.647,313,1.1,1,2021-04-05,1905,Terra,MODIS,66,6.1NRT,295.4,7.4,D
46.419,-118.06,317.4,1.1,1,2021-04-05,1905,Terra,MODIS,74,6.1NRT,289,17.4,D
39.777,-121.57,313.7,1,1,2021-04-05,1905,Terra,MODIS,64,6.1NRT,296.1,9.1,D
40.126,-122.152,312.5,1,1,2021-04-05,1905,Terra,MODIS,52,6.1NRT,298.7,6.1,D
41.7,-121.128,316,1,1,2021-04-05,1905,Terra,MODIS,73,6.1NRT,295.8,10.1,D
37.728,-121.015,328.3,1.1,1,2021-04-05,1905,Terra,MODIS,84,6.1NRT,297.1,25.1,D
38.667,-122.002,320.6,1,1,2021-04-05,1905,Terra,MODIS,78,6.1NRT,297.2,11.7,D
42.096,-120.36,324.9,1.3,1.1,2021-04-05,2045,Aqua,MODIS,0,6.1NRT,294.9,28.3,D
39.763,-122.062,338.4,1.8,1.3,2021-04-05,2045,Aqua,MODIS,90,6.1NRT,298.7,86.4,D
39.847,-121.988,327,1.8,1.3,2021-04-05,2045,Aqua,MODIS,83,6.1NRT,299.5,44.9,D
39.851,-121.968,319.4,1.8,1.3,2021-04-05,2045,Aqua,MODIS,76,6.1NRT,302,26.3,D
39.685,-122.257,320.3,1.9,1.3,2021-04-05,2045,Aqua,MODIS,77,6.1NRT,299,29.4,D
39.681,-122.278,326.3,1.9,1.3,2021-04-05,2045,Aqua,MODIS,83,6.1NRT,299.4,43.7,D
39.388,-121.82,332.5,1.8,1.3,2021-04-05,2045,Aqua,MODIS,87,6.1NRT,303.8,55.5,D
39.328,-122.011,315.1,1.8,1.3,2021-04-05,2045,Aqua,MODIS,0,6.1NRT,300.4,14,D
36.718,-120.14,314.4,1.6,1.3,2021-04-05,2045,Aqua,MODIS,35,6.1NRT,300.5,9.5,D
