California, Climate Division 5, Precipitation
197406,0.07,-0.15
197407,0.26,0.19
197408,0.07,-0.02
197409,0.00,-0.34
197410,2.00,1.07
197411,0.97,-1.03
197412,2.75,-0.34
197501,1.22,-2.65
197502,4.57,0.93
197503,4.99,1.71
197504,2.38,0.66
197505,0.21,-0.60
197506,0.12,-0.10
197507,0.04,-0.03
197508,0.28,0.19
197509,0.31,-0.03
197510,2.46,1.53
197511,0.79,-1.21
197512,0.40,-2.69
197601,0.18,-3.69
197602,3.23,-0.41
197603,1.50,-1.78
197604,1.55,-0.17
197605,0.38,-0.43
197606,0.09,-0.13
197607,0.24,0.17
197608,0.31,0.22
197609,1.39,1.05
197610,0.56,-0.37
197611,0.81,-1.19
197612,0.57,-2.52
197701,1.52,-2.35
197702,0.94,-2.70
197703,1.30,-1.98
197704,0.13,-1.59
197705,2.04,1.23
197706,0.45,0.23
197707,0.03,-0.04
197708,0.29,0.20
197709,0.13,-0.21
197710,0.21,-0.72
197711,1.51,-0.49
197712,6.24,3.15
197801,6.38,2.51
197802,6.87,3.23
197803,6.62,3.34
197804,4.10,2.38
197805,0.12,-0.69
197806,0.07,-0.15
197807,0.06,-0.01
197808,0.08,-0.01
197809,1.63,1.29
197810,0.05,-0.88
197811,2.00,0.00
197812,1.87,-1.22
197901,5.07,1.20
197902,4.69,1.05
197903,4.10,0.82
197904,0.56,-1.16
197905,0.48,-0.33
197906,0.00,-0.22
197907,0.12,0.05
197908,0.06,-0.03
197909,0.19,-0.15
197910,1.44,0.51
197911,1.72,-0.28
197912,2.53,-0.56
198001,8.09,4.22
198002,6.86,3.22
198003,2.90,-0.38
198004,1.64,-0.08
198005,0.95,0.14
198006,0.07,-0.15
198007,0.10,0.03
198008,0.02,-0.07
198009,0.08,-0.26
198010,0.29,-0.64
198011,0.32,-1.68
198012,1.46,-1.63
198101,4.57,0.70
198102,1.65,-1.99
198103,4.70,1.42
198104,1.30,-0.42
198105,0.63,-0.18
198106,0.01,-0.21
198107,0.01,-0.06
198108,0.04,-0.05
198109,0.13,-0.21
198110,2.05,1.12
198111,4.16,2.16
198112,2.77,-0.32
198201,5.10,1.23
198202,2.67,-0.97
198203,6.95,3.67
198204,4.28,2.56
198205,0.19,-0.62
198206,0.64,0.42
198207,0.08,0.01
198208,0.20,0.11
198209,1.77,1.43
198210,2.75,1.82
198211,5.32,3.32
198212,4.22,1.13
198301,6.48,2.61
198302,5.92,2.28
198303,8.16,4.88
198304,2.88,1.16
198305,0.56,-0.25
198306,0.10,-0.12
198307,0.01,-0.06
198308,0.54,0.45
198309,1.07,0.73
198310,0.78,-0.15
198311,6.14,4.14
198312,5.86,2.77
198401,0.24,-3.63
198402,2.07,-1.57
198403,1.39,-1.89
198404,0.97,-0.75
198405,0.14,-0.67
198406,0.31,0.09
198407,0.34,0.27
198408,0.25,0.16
198409,0.11,-0.23
198410,1.48,0.55
198411,4.75,2.75
198412,2.31,-0.78
198501,1.03,-2.84
198502,1.72,-1.92
198503,3.43,0.15
198504,0.27,-1.45
198505,0.04,-0.77
198506,0.25,0.03
198507,0.17,0.10
198508,0.04,-0.05
198509,0.80,0.46
198510,1.00,0.07
198511,4.41,2.41
198512,2.13,-0.96
198601,2.96,-0.91
198602,9.27,5.63
198603,5.20,1.92
198604,1.17,-0.55
198605,0.31,-0.50
198606,0.01,-0.21
198607,0.11,0.04
198608,0.04,-0.05
198609,0.97,0.63
198610,0.10,-0.83
198611,0.40,-1.60
198612,0.95,-2.14
198701,2.60,-1.27
198702,3.19,-0.45
198703,3.39,0.11
198704,0.47,-1.25
198705,0.65,-0.16
198706,0.17,-0.05
198707,0.02,-0.05
198708,0.02,-0.07
198709,0.04,-0.30
198710,1.36,0.43
198711,1.86,-0.14
198712,3.10,0.01
198801,3.21,-0.66
198802,0.80,-2.84
198803,0.73,-2.55
198804,2.86,1.14
198805,0.75,-0.06
198806,0.26,0.04
198807,0.08,0.01
198808,0.16,0.07
198809,0.12,-0.22
198810,0.01,-0.92
198811,2.69,0.69
198812,3.51,0.42
198901,0.84,-3.03
198902,2.16,-1.48
198903,3.73,0.45
198904,0.54,-1.18
198905,0.79,-0.02
198906,0.15,-0.07
198907,0.01,-0.06
198908,0.14,0.05
198909,1.50,1.16
198910,1.41,0.48
198911,1.08,-0.92
198912,0.03,-3.06
199001,3.18,-0.69
199002,2.42,-1.22
199003,1.27,-2.01
199004,1.13,-0.59
199005,1.78,0.97
199006,0.05,-0.17
199007,0.11,0.04
199008,0.08,-0.01
199009,0.31,-0.03
199010,0.13,-0.80
199011,0.64,-1.36
199012,0.87,-2.22
199101,0.64,-3.23
199102,1.55,-2.09
199103,10.80,7.52
199104,0.46,-1.26
199105,0.58,-0.23
199106,0.24,0.02
199107,0.04,-0.03
199108,0.08,-0.01
199109,0.13,-0.21
199110,1.81,0.88
199111,0.78,-1.22
199112,2.17,-0.92
199201,1.69,-2.18
199202,5.63,1.99
199203,2.99,-0.29
199204,0.40,-1.32
199205,0.18,-0.63
199206,0.28,0.06
199207,0.35,0.28
199208,0.07,-0.02
199209,0.04,-0.30
199210,1.97,1.04
199211,0.12,-1.88
199212,5.65,2.56
199301,8.08,4.21
199302,5.94,2.30
199303,3.49,0.21
199304,0.63,-1.09
199305,0.64,-0.17
199306,0.84,0.62
199307,0.00,-0.07
199308,0.01,-0.08
199309,0.00,-0.34
199310,0.58,-0.35
199311,1.56,-0.44
199312,1.70,-1.39
199401,1.59,-2.28
199402,4.08,0.44
199403,1.03,-2.25
199404,1.77,0.05
199405,1.53,0.72
199406,0.01,-0.21
199407,0.02,-0.05
199408,0.00,-0.09
199409,0.61,0.27
199410,1.13,0.20
199411,3.43,1.43
199412,2.08,-1.01
199501,10.18,6.31
199502,1.12,-2.52
199503,10.03,6.75
199504,2.29,0.57
199505,2.29,1.48
199506,0.73,0.51
199507,0.05,-0.02
199508,0.04,-0.05
199509,0.01,-0.33
199510,0.00,-0.93
199511,0.07,-1.93
199512,4.37,1.28
199601,4.61,0.74
199602,6.13,2.49
199603,2.96,-0.32
199604,1.85,0.13
199605,1.60,0.79
199606,0.21,-0.01
199607,0.12,0.05
199608,0.04,-0.05
199609,0.03,-0.31
199610,1.95,1.02
199611,4.14,2.14
199612,8.03,4.94
199701,8.87,5.00
199702,0.52,-3.12
199703,0.23,-3.05
199704,0.27,-1.45
199705,0.17,-0.64
199706,0.37,0.15
199707,0.16,0.09
199708,0.05,-0.04
199709,0.31,-0.03
199710,0.52,-0.41
199711,3.25,1.25
199712,2.68,-0.41
199801,5.87,2.00
199802,11.00,7.36
199803,4.46,1.18
199804,2.62,0.90
199805,3.02,2.21
199806,0.87,0.65
199807,0.05,-0.02
199808,0.03,-0.06
199809,0.71,0.37
199810,0.51,-0.42
199811,2.11,0.11
199812,1.35,-1.74
199901,4.88,1.01
199902,3.62,-0.02
199903,1.64,-1.64
199904,2.13,0.41
199905,0.32,-0.49
199906,0.24,0.02
199907,0.11,0.04
199908,0.08,-0.01
199909,0.14,-0.20
199910,0.21,-0.72
199911,1.40,-0.60
199912,0.20,-2.89
200001,5.39,1.52
200002,7.43,3.79
200003,1.88,-1.40
200004,1.74,0.02
200005,1.02,0.21
200006,0.42,0.20
200007,0.00,-0.07
200008,0.12,0.03
200009,0.29,-0.05
200010,2.53,1.60
200011,0.43,-1.57
200012,0.39,-2.70
200101,3.89,0.02
200102,4.17,0.53
200103,2.09,-1.19
200104,2.69,0.97
200105,0.10,-0.71
200106,0.01,-0.21
200107,0.27,0.20
200108,0.02,-0.07
200109,0.15,-0.19
200110,0.60,-0.33
200111,3.41,1.41
200112,4.95,1.86
200201,1.61,-2.26
200202,1.00,-2.64
200203,2.34,-0.94
200204,0.80,-0.92
200205,0.76,-0.05
200206,0.07,-0.15
200207,0.02,-0.05
200208,0.01,-0.08
200209,0.08,-0.26
200210,0.06,-0.87
200211,3.91,1.91
200212,5.39,2.30
200301,0.58,-3.29
200302,2.45,-1.19
200303,1.85,-1.43
200304,3.60,1.88
200305,1.43,0.62
200306,0.01,-0.21
200307,0.25,0.18
200308,0.37,0.28
200309,0.11,-0.23
200310,0.06,-0.87
200311,1.55,-0.45
200312,4.96,1.87
200401,1.80,-2.07
200402,4.72,1.08
200403,0.92,-2.36
200404,0.28,-1.44
200405,0.23,-0.58
200406,0.03,-0.19
200407,0.03,-0.04
200408,0.06,-0.03
200409,0.10,-0.24
200410,4.06,3.13
200411,1.57,-0.43
200412,4.45,1.36
200501,6.39,2.52
200502,3.64,0.00
200503,4.36,1.08
200504,1.55,-0.17
200505,2.46,1.65
200506,0.20,-0.02
200507,0.02,-0.05
200508,0.23,0.14
200509,0.41,0.07
200510,0.60,-0.33
200511,0.74,-1.26
200512,5.96,2.87
200601,4.85,0.98
200602,1.99,-1.65
200603,5.62,2.34
200604,5.02,3.30
200605,0.85,0.04
200606,0.04,-0.18
200607,0.13,0.06
200608,0.00,-0.09
200609,0.02,-0.32
200610,0.55,-0.38
200611,0.92,-1.08
200612,2.43,-0.66
200701,0.89,-2.98
200702,3.80,0.16
200703,0.91,-2.37
200704,1.16,-0.56
200705,0.22,-0.59
200706,0.02,-0.20
200707,0.04,-0.03
200708,0.13,0.04
200709,0.36,0.02
200710,0.78,-0.15
200711,0.35,-1.65
200712,2.70,-0.39
200801,6.21,2.34
200802,3.33,-0.31
200803,0.31,-2.97
200804,0.08,-1.64
200805,0.59,-0.22
200806,0.00,-0.22
200807,0.10,0.03
200808,0.01,-0.08
200809,0.01,-0.33
200810,0.49,-0.44
200811,2.21,0.21
200812,2.61,-0.48
200901,2.14,-1.73
200902,4.08,0.44
200903,1.96,-1.32
200904,0.73,-0.99
200905,1.01,0.20
200906,0.42,0.20
200907,0.02,-0.05
200908,0.07,-0.02
200909,0.09,-0.25
200910,2.29,1.36
200911,0.44,-1.56
200912,3.63,0.54
201001,4.67,0.80
201002,3.98,0.34
201003,1.87,-1.41
201004,3.71,1.99
201005,0.87,0.06
201006,0.02,-0.20
201007,0.04,-0.03
201008,0.01,-0.08
201009,0.00,-0.34
201010,2.39,1.46
201011,3.02,1.02
201012,9.22,6.13
201101,1.74,-2.13
201102,3.26,-0.38
201103,6.53,3.25
201104,0.72,-1.00
201105,1.38,0.57
201106,0.94,0.72
201107,0.14,0.07
201108,0.06,-0.03
201109,0.15,-0.19
201110,1.44,0.51
201111,1.21,-0.79
201112,0.08,-3.01
201201,2.57,-1.30
201202,0.87,-2.77
201203,3.49,0.21
201204,2.86,1.14
201205,0.07,-0.74
201206,0.18,-0.04
201207,0.04,-0.03
201208,0.10,0.01
201209,0.03,-0.31
201210,0.60,-0.33
201211,2.30,0.30
201212,5.47,2.38
201301,1.10,-2.77
201302,0.68,-2.96
201303,1.18,-2.10
201304,0.58,-1.14
201305,0.42,-0.39
201306,0.11,-0.11
201307,0.16,0.09
201308,0.14,0.05
201309,0.26,-0.08
201310,0.32,-0.61
201311,0.77,-1.23
201312,0.57,-2.52
201401,0.70,-3.17
201402,3.08,-0.56
201403,2.17,-1.11
201404,1.41,-0.31
201405,0.33,-0.48
201406,0.01,-0.21
201407,0.18,0.11
201408,0.15,0.06
201409,0.35,0.01
201410,0.22,-0.71
201411,1.53,-0.47
201412,4.54,1.45
201501,0.28,-3.59
201502,2.21,-1.43
201503,0.38,-2.90
201504,1.20,-0.52
201505,1.04,0.23
201506,0.17,-0.05
201507,0.46,0.39
201508,0.02,-0.07
201509,0.11,-0.23
201510,1.24,0.31
201511,2.61,0.61
201512,3.55,0.46
201601,5.47,1.60
201602,1.14,-2.50
201603,3.94,0.66
201604,2.00,0.28
201605,0.61,-0.20
201606,0.11,-0.11
201607,0.01,-0.06
201608,0.01,-0.08
201609,0.04,-0.30
201610,2.60,1.67
201611,1.50,-0.50
201612,4.00,0.91
201701,11.15,7.28
201702,7.63,3.99
201703,2.08,-1.20
201704,2.72,1.00
201705,0.42,-0.39
201706,0.14,-0.08
201707,0.01,-0.06
201708,0.21,0.12
201709,0.47,0.13
201710,0.18,-0.75
201711,2.08,0.08
201712,0.16,-2.93
201801,2.59,-1.28
201802,0.60,-3.04
201803,6.76,3.48
201804,1.85,0.13
201805,0.32,-0.49
201806,0.00,-0.22
201807,0.12,0.05
201808,0.01,-0.08
201809,0.02,-0.32
201810,0.43,-0.50
201811,3.20,1.20
201812,1.59,-1.50
201901,4.36,0.49
201902,7.28,3.64
201903,4.29,1.01
201904,0.75,-0.97
201905,3.07,2.26
201906,0.10,-0.12
201907,0.05,-0.02
201908,0.00,-0.09
201909,0.16,-0.18
201910,0.01,-0.92
201911,1.67,-0.33
201912,4.24,1.15
202001,0.95,-2.92
202002,0.14,-3.50
202003,3.53,0.25
202004,2.70,0.98
202005,0.76,-0.05
202006,0.07,-0.15
202007,0.02,-0.05
202008,0.03,-0.06
202009,0.02,-0.32
202010,0.00,-0.93
202011,0.88,-1.12
202012,1.50,-1.59
202101,3.82,-0.05
